NAME,SHORTNAME,PROVIDER,PLACE,TYPE,SUB_TYPE,INDEX_PARENT,COMPO_PARENT,MEP,COMPO,DOWNLOAD,MNEMO,CODE,ISIN,REUTERS,BLOOMBERG,YAHOO,GOOGLE,LAUNCH,NB,CURR,CALCUL,FREQUENCY,PRICE,WEIGHTING,FLOAT,SHARES,CAPPING,BASE_VALUE,BASE_DATE,BASE_CAPI,HISTORY,CONTINENT,ORD,WEBSITE,URL_IDX,URL_CMP,LAST_UPDATE,CRITERIA,REV_COMPO,REV_FLOAT,ARR_FLOAT,FUTURES,OPTIONS,ETF,LEVEL3
MSCI MOROCCO ISLAMIC SMALL CAP,MSCI MOROCCO ISLM SC,MSCI,Morocco,EQUITY,Size,,,,,BLOOMBERG,,IFRCBLMIMASC,,,MIMASC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSCI MOROCCO ISLM,MSCI MOROCCO ISLM,MSCI,Morocco,EQUITY,,,,,,BLOOMBERG,,IFRCBLMIMA,,,MIMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSCI MOROCCO ISLM LARGE CAP,MSCI MOROCCO ISLM LC,MSCI,Morocco,EQUITY,Size,,,,,BLOOMBERG,,IFRCBLMIMALC,,,MIMALC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSCI MOROCCO ISLM MID CAP,MSCI MOROCCO ISLM MC,MSCI,Morocco,EQUITY,Size,,,,,BLOOMBERG,,IFRCBLMIMAMC,,,MIMAMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSCI MOROCCO LARGE CAP,MSCI MOROCCO LC,MSCI,Morocco,EQUITY,Size,,,,,BLOOMBERG,,IFRCBLMXMALC,,,MXMALC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSCI MOROCCO MID CAP,MSCI MOROCCO MC,MSCI,Morocco,EQUITY,Size,,,,,BLOOMBERG,,IFRCBLMXMAMC,,,MXMAMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSCI MOROCCO RE MGMT&DEV,MSCI MOROCCO RE MGMT&DEV,MSCI,Morocco,EQUITY,,,,,,BLOOMBERG,,IFRCBLMXMA0RM,,,MXMA0RM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSCI MOROCCO REAL ESTATE,MSCI MOROCCO REAL ESTATE,MSCI,Morocco,EQUITY,Sector,,,,,BLOOMBERG,,IFRCBLMXMA0RE,,,MXMA0RE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSCI MOROCCO SMALL CAP GROWTH,MSCI MOROCCO SC GROWTH,MSCI,Morocco,EQUITY,Style,,,,,BLOOMBERG,,IFRCBLMXMA00SG,,,MXMA00SG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSCI MOROCCO SMALL CAP,MSCI MOROCCO SC ,MSCI,Morocco,EQUITY,Size,,,,,BLOOMBERG,,IFRCBLMXMASC,,,MXMASC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSCI MOROCCO SMID CAP,MSCI MOROCCO SMID CAP,MSCI,Morocco,EQUITY,Size,,,,,BLOOMBERG,,IFRCBLMXMASM,,,MXMASM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSCI MOROCCO TELECOM SVC,MSCI MOROCCO TELECOM SVC,MSCI,Morocco,EQUITY,Sector,,,,,BLOOMBERG,,IFRCBLMXMA0TS,,,MXMA0TS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSCI MOROCCO VALUE,MSCI MOROCCO VALUE,MSCI,Morocco,EQUITY,Style,,,,,BLOOMBERG,,IFRCBLMXMA000V,,,MXMA000V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSCI MOROCCO/FINANCE,MSCI MOROCCO/FINANCE,MSCI,Morocco,EQUITY,Sector,,,,,BLOOMBERG,,IFRCBLMXMA0FN,,,MXMA0FN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSCI MOROCCO/HLTH CARE,MSCI MOROCCO/HLTH CARE,MSCI,Morocco,EQUITY,Sector,,,,,BLOOMBERG,,IFRCBLMXMA0HC,,,MXMA0HC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSCI MOROCCO/INF TECH,MSCI MOROCCO/INF TECH,MSCI,Morocco,EQUITY,Sector,,,,,BLOOMBERG,,IFRCBLMXMA0IT,,,MXMA0IT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSCI MOROCCO/TEL SVC,MSCI MOROCCO/TEL SVC,MSCI,Morocco,EQUITY,Sector,,,,,BLOOMBERG,,IFRCBLMXMA0TC,,,MXMA0TC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSCI MOROCCO/UTILITY,MSCI MOROCCO/UTILITY,MSCI,Morocco,EQUITY,Sector,,,,,BLOOMBERG,,IFRCBLMXMA0UT,,,MXMA0UT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S&P MOR BMI CAPGD SHLCL,S&P MOR BMI CAPGD SHLCL,S&P,Morocco,EQUITY,Sector,,,,,BLOOMBERG,,IFRCBLSKMASPL,,,SKMASPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S&P MOR BMI ENGY SH LCL SECTOR,S&P MOR BMI ENGY SH LCL SECTOR,S&P,Morocco,EQUITY,,,,,,BLOOMBERG,,IFRCBLSMASYPL,,,SMASYPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S&P MOR BMI ENGY SH LCL INDUSTRY,S&P MOR BMI ENGY SH LCL INDUSTRY,S&P,Morocco,EQUITY,,,,,,BLOOMBERG,,IFRCBLSYMASPL,,,SYMASPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S&P MOR BMI FNL SHLCL,S&P MOR BMI FNL SHLCL,S&P,Morocco,EQUITY,,,,,,BLOOMBERG,,IFRCBLSMASPLF,,,SMASPLF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S&P MOR BMI INDU SHLCL,S&P MOR BMI INDU SHLCL,S&P,Morocco,EQUITY,,,,,,BLOOMBERG,,IFRCBLSMASPLD,,,SMASPLD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S&P MOR BMI LCL,S&P MOR BMI LCL,S&P,Morocco,EQUITY,,,,,,BLOOMBERG,,IFRCBLSBBCMOL,,,SBBCMOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S&P MOR BMI LCL L2,S&P MOR BMI LCL L2,S&P,Morocco,EQUITY,,,,,,BLOOMBERG,,IFRCBLSBBCMOL2,,,SBBCMOL2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S&P MOR BMI MATL SH LCL INDSUTRY,S&P MOR BMI MATL SH LCL INDSUTRY,S&P,Morocco,EQUITY,,,,,,BLOOMBERG,,IFRCBLSMMASPL,,,SMMASPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S&P MOR BMI MATL SH LCL SECTOR,S&P MOR BMI MATL SH LCL SECTOR,S&P,Morocco,EQUITY,,,,,,BLOOMBERG,,IFRCBLSMASPLM,,,SMASPLM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S&P MOR BMI REEST SHLCL,S&P MOR BMI REEST SHLCL,S&P,Morocco,EQUITY,,,,,,BLOOMBERG,,IFRCBLSEMASPL,,,SEMASPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S&P MOR BMI SH DCR,S&P MOR BMI SH DCR,S&P,Morocco,EQUITY,,,,,,BLOOMBERG,,IFRCBLSMASPL,,,SMASPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S&P MOR BMI SH EUR,S&P MOR BMI SH EUR,S&P,Morocco,EQUITY,,,,,,BLOOMBERG,,IFRCBLSPSHMAEP,,,SPSHMAEP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S&P MOR BMI TELSVC SH LCL INDUSTRY,S&P MOR BMI TELSVC SH LCL INDUSTRY,S&P,Morocco,EQUITY,,,,,,BLOOMBERG,,IFRCBLSCMASPL,,,SCMASPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S&P MOR BMI TELSVC SHLCL,S&P MOR BMI TELSVC SH LCL SECTOR,S&P,Morocco,EQUITY,,,,,,BLOOMBERG,,IFRCBLSMASPLC,,,SMASPLC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S&P MOR LMC LCL,S&P MOR LMC LCL,S&P,Morocco,EQUITY,,,,,,BLOOMBERG,,IFRCBLSBPCMOL,,,SBPCMOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S&P MOR LMC LCL L2,S&P MOR LMC LCL L2,S&P,Morocco,EQUITY,,,,,,BLOOMBERG,,IFRCBLSBPCMOL2,,,SBPCMOL2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S&P MOR LMC SHLCL,S&P MOR LMC SHLCL,S&P,Morocco,EQUITY,,,,,,BLOOMBERG,,IFRCBLSMASPLX,,,SMASPLX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S&P MOR LMC SHLCL L2,S&P MOR LMC SHLCL L2,S&P,Morocco,EQUITY,,,,,,BLOOMBERG,,IFRCBLSMASPLX2,,,SMASPLX2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S&P MOR LMC SHUSD,S&P MOR LMC SHUSD,S&P,Morocco,EQUITY,,,,,,BLOOMBERG,,IFRCBLSMASPUX,,,SMASPUX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S&P MOR LMC SHUSD L2,S&P MOR LMC SHUSD L2,S&P,Morocco,EQUITY,,,,,,BLOOMBERG,,IFRCBLSMASPUX2,,,SMASPUX2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S&P MOR LMC USD,S&P MOR LMC USD,S&P,Morocco,EQUITY,,,,,,BLOOMBERG,,IFRCBLSBPCMOU,,,SBPCMOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S&P MOR LMC USD L2,S&P MOR LMC USD L2,S&P,Morocco,EQUITY,,,,,,BLOOMBERG,,IFRCBLSBPCMOU2,,,SBPCMOU2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S&P MOR MSC MAD,S&P MOR MSC MAD,S&P,Morocco,EQUITY,,,,,,BLOOMBERG,,IFRCBLSMAIPLY,,,SMAIPLY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S&P MOR MSC SHMAD,S&P MOR MSC SHMAD,S&P,Morocco,EQUITY,,,,,,BLOOMBERG,,IFRCBLSMASPLY,,,SMASPLY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S&P MOR MSC SHUSD,S&P MOR MSC SHUSD,S&P,Morocco,EQUITY,,,,,,BLOOMBERG,,IFRCBLSMASPUY,,,SMASPUY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S&P MOR MSC USD,S&P MOR MSC USD,S&P,Morocco,EQUITY,,,,,,BLOOMBERG,,IFRCBLSBPCSMAU,,,SBPCSMAU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S&P MOR SMALL CAP LCL,S&P MOR SC LCL,S&P,Morocco,EQUITY,Size,,,,,BLOOMBERG,,IFRCBLSBECMOL,,,SBECMOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S&P MOR SMALL CAP LCL L2,S&P MOR SC LCL L2,S&P,Morocco,EQUITY,Size,,,,,BLOOMBERG,,IFRCBLSBECMOL2,,,SBECMOL2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S&P MOR SMALL CAP SHLCL,S&P MOR SC SHLCL,S&P,Morocco,EQUITY,Size,,,,,BLOOMBERG,,IFRCBLSMASPLS,,,SMASPLS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S&P MOR SMALL CAP SHLCL L2,S&P MOR SC SHLCL L2,S&P,Morocco,EQUITY,Size,,,,,BLOOMBERG,,IFRCBLSMASPLS2,,,SMASPLS2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S&P MOR SMALL CAP SHUSD,S&P MOR SC SHUSD,S&P,Morocco,EQUITY,Size,,,,,BLOOMBERG,,IFRCBLSMASPUS,,,SMASPUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S&P MOR SMALL CAP SHUSD L2,S&P MOR SC SHUSD L2,S&P,Morocco,EQUITY,Size,,,,,BLOOMBERG,,IFRCBLSMASPUS2,,,SMASPUS2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S&P MOR SMALL CAP USD,S&P MOR SC USD,S&P,Morocco,EQUITY,Size,,,,,BLOOMBERG,,IFRCBLSBECMOU,,,SBECMOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S&P MOR SMALL CAP USD L2,S&P MOR SC USD L2,S&P,Morocco,EQUITY,Size,,,,,BLOOMBERG,,IFRCBLSBECMOU2,,,SBECMOU2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S&P MOROCCO BMI SH $ L2,S&P MOROCCO BMI SH $ L2,S&P,Morocco,EQUITY,,,,,,BLOOMBERG,,IFRCBLSPSMAUP2,,,SPSMAUP2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S&P MOROCCO BMI SH USD,S&P MOROCCO BMI SH USD,S&P,Morocco,EQUITY,,,,,,BLOOMBERG,,IFRCBLSPSHMAUP,,,SPSHMAUP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S&P MOROCCO BMI USD,S&P MOROCCO BMI USD,S&P,Morocco,EQUITY,,,,,,BLOOMBERG,,IFRCBLSEMIMOPU,,,SEMIMOPU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S&P MOROCCO BMI USD L2,S&P MOROCCO BMI USD L2,S&P,Morocco,EQUITY,,,,,,BLOOMBERG,,IFRCBLSEIMOPU2,,,SEIMOPU2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S&P/IFC GLOBAL MO PL,S&P/IFC GLOBAL MO PL,S&P,Morocco,EQUITY,,,,,,BLOOMBERG,,IFRCBLSEMGMOPL,,,SEMGMOPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S&P/IFC INVEST MO PL,S&P/IFC INVEST MO PL,S&P,Morocco,EQUITY,,,,,,BLOOMBERG,,IFRCBLSEMIMOPL,,,SEMIMOPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAMIBIA BANKS ,NAMIBIA BANKS ,,Namibia,EQUITY,Sector,,,,,BLOOMBERG,,IFRCBLFTN081,,,FTN081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAMIBIA LOCAL ,NAMIBIA LOCAL ,,Namibia,EQUITY,,,,,,BLOOMBERG,,IFRCBLFTN099,,,FTN099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAMIBIA STOCK EX OVERALL,NAMIBIA STOCK EX OVERALL,,Namibia,EQUITY,,,,,,BLOOMBERG,,IFRCBLNSEIO,,,NSEIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AEX HIGH DIV NR ,AEX HIGH DIV NR ,EURONEXT,Netherlands,EQUITY,STRATEGY,,,,,BLOOMBERG,,IFRCBLAEXHD,,,AEXHD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dividend
AEX WEEKLY OPTIONS WEEK1,AEX WEEKLY OPTIONS WEEK1,EURONEXT,Netherlands,EQUITY,STRATEGY,,,,,BLOOMBERG,,IFRCBLWAEXA,,,WAEXA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Options
AEX WEEKLY OPTIONS WEEK2,AEX WEEKLY OPTIONS WEEK2,EURONEXT,Netherlands,EQUITY,STRATEGY,,,,,BLOOMBERG,,IFRCBLWAEXB,,,WAEXB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Options
AMSTERDAM EXCH LIGHT ,AMSTERDAM EXCH LIGHT ,,Netherlands,EQUITY,,,,,,BLOOMBERG,,IFRCBLAEXL,,,AEXL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAIF OEF BALANCED NA,BAIF OEF BALANCED NA,BLOOMBERG,Netherlands,EQUITY,,,,,,BLOOMBERG,,IFRCBLBBOEBLNA,,,BBOEBLNA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBG NO SHORT -NTHRLNDS,BBG NO SHORT -NTHRLNDS,,Netherlands,EQUITY,,,,,,BLOOMBERG,,IFRCBLBNANSHRT,,,BNANSHRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBRG NETHERLANDS IPO ,BBRG NETHERLANDS IPO ,,Netherlands,EQUITY,STRATEGY,,,,,BLOOMBERG,,IFRCBLBEUIPONE,,,BEUIPONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IPO
DOW JONES NETHRLND TITANS 30 EUR,DJ NETHRLND TITANS 30 EUR,DJ,Netherlands,EQUITY,,,,,,BLOOMBERG,,IFRCBLNL30,,,NL30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISHARES MSCI NETHER IOPV,ISHARES MSCI NETHER IOPV,ISHARES,Netherlands,EQUITY,,,,,,BLOOMBERG,,IFRCBLEWNIV,,,EWNIV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSCI NETH LARGE CAP,MSCI NETH LC,MSCI,Netherlands,EQUITY,Size,,,,,BLOOMBERG,,IFRCBLMXNLLC,,,MXNLLC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSCI NETH LARGE CAP GROWTH,MSCI NETH LC GROWTH,MSCI,Netherlands,EQUITY,Style,,,,,BLOOMBERG,,IFRCBLMXNLLCG,,,MXNLLCG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSCI NETH SMALL CAP,MSCI NETH SC ,MSCI,Netherlands,EQUITY,Size,,,,,BLOOMBERG,,IFRCBLMXNLSC,,,MXNLSC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSCI NETH/CON STPL,MSCI NETH/CON STPL,MSCI,Netherlands,EQUITY,Sector,,,,,BLOOMBERG,,IFRCBLMXNL0CS,,,MXNL0CS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSCI NETH/CONS DIS,MSCI NETH/CONS DIS,MSCI,Netherlands,EQUITY,Sector,,,,,BLOOMBERG,,IFRCBLMXNL0CD,,,MXNL0CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSCI NETH/ENERGY,MSCI NETH/ENERGY,MSCI,Netherlands,EQUITY,Sector,,,,,BLOOMBERG,,IFRCBLMXNL0EN,,,MXNL0EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSCI NETH/FINANCE,MSCI NETH/FINANCE,MSCI,Netherlands,EQUITY,Sector,,,,,BLOOMBERG,,IFRCBLMXNL0FN,,,MXNL0FN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSCI NETH/HLTH CARE,MSCI NETH/HLTH CARE,MSCI,Netherlands,EQUITY,Sector,,,,,BLOOMBERG,,IFRCBLMXNL0HC,,,MXNL0HC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSCI NETH/INDUSTRL,MSCI NETH/INDUSTRL,MSCI,Netherlands,EQUITY,Sector,,,,,BLOOMBERG,,IFRCBLMXNL0IN,,,MXNL0IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSCI NETH/INF TECH,MSCI NETH/INF TECH,MSCI,Netherlands,EQUITY,Sector,,,,,BLOOMBERG,,IFRCBLMXNL0IT,,,MXNL0IT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSCI NETH/MATERIAL,MSCI NETH/MATERIAL,MSCI,Netherlands,EQUITY,Sector,,,,,BLOOMBERG,,IFRCBLMXNL0MT,,,MXNL0MT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSCI NETH/TEL SVC,MSCI NETH/TEL SVC,MSCI,Netherlands,EQUITY,Sector,,,,,BLOOMBERG,,IFRCBLMXNL0TC,,,MXNL0TC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSCI NETH/UTILITY,MSCI NETH/UTILITY,MSCI,Netherlands,EQUITY,Sector,,,,,BLOOMBERG,,IFRCBLMXNL0UT,,,MXNL0UT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSCI NETHERLANDS,MSCI NETHERLANDS,MSCI,Netherlands,EQUITY,,,,,,BLOOMBERG,,IFRCBLMXNL,,,MXNL,,,,,,,,,,,,,, 1969/12/31,, 1969/12/31,,,,,,,,,,,,,,
MSCI NETHERLANDS GROWTH,MSCI NETHERLANDS GROWTH,MSCI,Netherlands,EQUITY,Style,,,,,BLOOMBERG,,IFRCBLMXNL000G,,,MXNL000G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSCI NETHERLANDS IMI,MSCI NETHERLANDS IMI,MSCI,Netherlands,EQUITY,,,,,,BLOOMBERG,,IFRCBLMXNLIM,,,MXNLIM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSCI NETHERLANDS LARGE CAP VALUE,MSCI NETHERLANDS LC VALU,MSCI,Netherlands,EQUITY,Style,,,,,BLOOMBERG,,IFRCBLMXNL00LV,,,MXNL00LV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSCI NETHERLANDS MID CAP GROWTH,MSCI NETHERLANDS MC GROWTH,MSCI,Netherlands,EQUITY,Style,,,,,BLOOMBERG,,IFRCBLMXNL00MG,,,MXNL00MG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSCI NETHERLANDS MID CAP,MSCI NETHERLANDS MC,MSCI,Netherlands,EQUITY,Size,,,,,BLOOMBERG,,IFRCBLMXNLMC,,,MXNLMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSCI NETHERLANDS SMALL CAP GROWTH,MSCI NETHERLANDS SC GROW,MSCI,Netherlands,EQUITY,Style,,,,,BLOOMBERG,,IFRCBLMXNL00SG,,,MXNL00SG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSCI NETHERLANDS SMALL CAP VALUE,MSCI NETHERLANDS SC VALU,MSCI,Netherlands,EQUITY,Style,,,,,BLOOMBERG,,IFRCBLMXNL00SV,,,MXNL00SV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSCI NETHERLANDS SMID,MSCI NETHERLANDS SMID,MSCI,Netherlands,EQUITY,Size,,,,,BLOOMBERG,,IFRCBLMXNLSM,,,MXNLSM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSCI NETHERLANDS VALUE,MSCI NETHERLANDS VALUE,MSCI,Netherlands,EQUITY,Style,,,,,BLOOMBERG,,IFRCBLMXNL000V,,,MXNL000V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSCI NETHRLND ISLM,MSCI NETHRLND ISLM,MSCI,Netherlands,EQUITY,,,,,,BLOOMBERG,,IFRCBLMINL,,,MINL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSCI NETHRLND ISLM LARGE CAP,MSCI NETHRLND ISLM LC,MSCI,Netherlands,EQUITY,Size,,,,,BLOOMBERG,,IFRCBLMINLLC,,,MINLLC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSCI NETHRLND ISLM MID CAP,MSCI NETHRLND ISLM MC,MSCI,Netherlands,EQUITY,Size,,,,,BLOOMBERG,,IFRCBLMINLMC,,,MINLMC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRIB NETHERLANDS,TRIB NETHERLANDS,,Netherlands,EQUITY,,,,,,BLOOMBERG,,IFRCBLTRIBNA,,,TRIBNA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BLOOMBERG NSE 30 ,BLOOMBERG NSE 30 ,BLOOMBERG,Nigeria,EQUITY,,,,,,BLOOMBERG,,IFRCBLNGSE30,,,NGSE30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BLOOMBERG NSE BANKING,BLOOMBERG NSE BANKING,BLOOMBERG,Nigeria,EQUITY,Sector,,,,,BLOOMBERG,,IFRCBLNGSEB10,,,NGSEB10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BLOOMBERG NSE CONS GOODS,BLOOMBERG NSE CONS GOODS,BLOOMBERG,Nigeria,EQUITY,Sector,,,,,BLOOMBERG,,IFRCBLNGSEFB10,,,NGSEFB10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BLOOMBERG NSE INSURANCE,BLOOMBERG NSE INSURANCE,BLOOMBERG,Nigeria,EQUITY,Sector,,,,,BLOOMBERG,,IFRCBLNGSEIN10,,,NGSEIN10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BLOOMBERG NSE OIL GAS,BLOOMBERG NSE OIL GAS,BLOOMBERG,Nigeria,EQUITY,Sector,,,,,BLOOMBERG,,IFRCBLNGSEOG5,,,NGSEOG5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSCI NIGERIA,MSCI NIGERIA,MSCI,Nigeria,EQUITY,,,,,,BLOOMBERG,,IFRCBLMXNI,,,MXNI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSCI NIGERIA IMI,MSCI NIGERIA IMI,MSCI,Nigeria,EQUITY,,,,,,BLOOMBERG,,IFRCBLMXNIIM,,,MXNIIM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSCI NIGERIA SMALL CAP,MSCI NIGERIA SC ,MSCI,Nigeria,EQUITY,Size,,,,,BLOOMBERG,,IFRCBLMXNISC,,,MXNISC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S&P/IFC GLOBAL NI PL,S&P/IFC GLOBAL NI PL,S&P,Nigeria,EQUITY,,,,,,BLOOMBERG,,IFRCBLSEMGNIPL,,,SEMGNIPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBG NO SHORT -NORWAY,BBG NO SHORT -NORWAY,,Norway,EQUITY,,,,,,BLOOMBERG,,IFRCBLBNONSHRT,,,BNONSHRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BBRG NORWAY IPO ,BBRG NORWAY IPO ,,Norway,EQUITY,STRATEGY,,,,,BLOOMBERG,,IFRCBLBEUIPONO,,,BEUIPONO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IPO
FTSE GLB NORWAY SMALL CAP,FTSE GLB NORWAY SC,FTSE,Norway,EQUITY,Size,,,,,BLOOMBERG,,IFRCBLSNOR,,,SNOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FTSE NORWAY,FTSE NORWAY,FTSE,Norway,EQUITY,,,,,,BLOOMBERG,,IFRCBLWINOR,,,WINOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FTSE NORWAY ALL CAP,FTSE NORWAY ALL CAP,FTSE,Norway,EQUITY,Size,,,,,BLOOMBERG,,IFRCBLACNOR,,,ACNOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FTSE NORWAY MID CAP,FTSE NORWAY MC,FTSE,Norway,EQUITY,Size,,,,,BLOOMBERG,,IFRCBLMNOR,,,MNOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FTSE WRLD NORWAY LARGE CAP,FTSE WRLD NORWAY LC,FTSE,Norway,EQUITY,Size,,,,,BLOOMBERG,,IFRCBLLNOR,,,LNOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSCI NORWAY,MSCI NORWAY,MSCI,Norway,EQUITY,,,,,,BLOOMBERG,,IFRCBLMXNO,,,MXNO,,,,,,,,,,,,,, 1969/12/31,, 1969/12/31,,,,,,,,,,,,,,
MSCI NORWAY BANKS,MSCI NORWAY BANKS,MSCI,Norway,EQUITY,Sector,,,,,BLOOMBERG,,IFRCBLMXNO0BK,,,MXNO0BK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
