TICKER	DATES	TIMES	STK_LAST
HBB	2012/09/11	12:00:00	0
S64	2012/09/11	12:00:00	0
SSS	2012/09/11	12:00:00	0
ABI	2012/09/11	12:00:00	47000
ACE	2012/09/11	12:00:00	47000
ADP	2012/09/11	12:00:00	47000
BMJ	2012/09/11	12:00:00	47000
BTC	2012/09/11	12:00:00	0
BTG	2012/09/11	12:00:00	47000
BTW	2012/09/11	12:00:00	47000
BVN	2012/09/11	12:00:00	47000
BWA	2012/09/11	12:00:00	47000
BXD	2012/09/11	12:00:00	47000
C32	2012/09/11	12:00:00	47000
CFC	2012/09/11	12:00:00	47000
CHP	2012/09/11	12:00:00	47000
CI5	2012/09/11	12:00:00	47000
CLS	2012/09/11	12:00:00	47000
	2012/09/11	12:00:00	47000
CT3	2012/09/11	12:00:00	47000
CZC	2012/09/11	12:00:00	47000
D26	2012/09/11	12:00:00	47000
DAP	2012/09/11	12:00:00	47000
DBF	2012/09/11	12:00:00	47000
DBM	2012/09/11	12:00:00	47000
DDN	2012/09/11	12:00:00	47000
DGT	2012/09/11	12:00:00	47000
DLC	2012/09/11	12:00:00	47000
DLD	2012/09/11	12:00:00	47000
DNF	2012/09/11	12:00:00	47000
DNL	2012/09/11	12:00:00	47000
DNS	2012/09/11	12:00:00	47000
DNT	2012/09/11	12:00:00	47000
DPP	2012/09/11	12:00:00	47000
DTV	2012/09/11	12:00:00	47000
DVH	2012/09/11	12:00:00	47000
DXL	2012/09/11	12:00:00	47000
FBA	2012/09/11	12:00:00	47000
GDW	2012/09/11	12:00:00	47000
GER	2012/09/11	12:00:00	47000
GHC	2012/09/11	12:00:00	47000
GTH	2012/09/11	12:00:00	47000
H11	2012/09/11	12:00:00	47000
HCI	2012/09/11	12:00:00	47000
HDM	2012/09/11	12:00:00	47000
HFC	2012/09/11	12:00:00	47000
HFX	2012/09/11	12:00:00	47000
HIG	2012/09/11	12:00:00	47000
HPL	2012/09/11	12:00:00	47000
HPP	2012/09/11	12:00:00	47000
HPT	2012/09/11	12:00:00	47000
I40	2012/09/11	12:00:00	47000
ICI	2012/09/11	12:00:00	47000
IHK	2012/09/11	12:00:00	47000
IME	2012/09/11	12:00:00	47000
IN4	2012/09/11	12:00:00	47000
JSC	2012/09/11	12:00:00	47000
KBE	2012/09/11	12:00:00	47000
KCE	2012/09/11	12:00:00	47000
KSC	2012/09/11	12:00:00	47000
LCC	2012/09/11	12:00:00	47000
LKW	2012/09/11	12:00:00	47000
MAS	2012/09/11	12:00:00	47000
MDF	2012/09/11	12:00:00	47000
MEF	2012/09/11	12:00:00	47000
MTC	2012/09/11	12:00:00	47000
MTH	2012/09/11	12:00:00	47000
MTP	2012/09/11	12:00:00	47000
NBW	2012/09/11	12:00:00	47000
ND2	2012/09/11	12:00:00	47000
NDC	2012/09/11	12:00:00	47000
NHN	2012/09/11	12:00:00	47000
NNT	2012/09/11	12:00:00	47000
NOS	2012/09/11	12:00:00	47000
NSP	2012/09/11	12:00:00	47000
NT2	2012/09/11	12:00:00	47000
NTW	2012/09/11	12:00:00	47000
PEC	2012/09/11	12:00:00	47000
PFV	2012/09/11	12:00:00	47000
PJS	2012/09/11	12:00:00	47000
PMT	2012/09/11	12:00:00	47000
POV	2012/09/11	12:00:00	47000
PSB	2012/09/11	12:00:00	47000
PSL	2012/09/11	12:00:00	47000
PSP	2012/09/11	12:00:00	47000
PTD	2012/09/11	12:00:00	47000
PTG	2012/09/11	12:00:00	47000
PTH	2012/09/11	12:00:00	47000
PTP	2012/09/11	12:00:00	47000
PTT	2012/09/11	12:00:00	47000
PX1	2012/09/11	12:00:00	47000
REM	2012/09/11	12:00:00	47000
S33	2012/09/11	12:00:00	47000
SCO	2012/09/11	12:00:00	47000
SDI	2012/09/11	12:00:00	47000
SDK	2012/09/11	12:00:00	47000
SDV	2012/09/11	12:00:00	47000
SGS	2012/09/11	12:00:00	47000
SHP	2012/09/11	12:00:00	47000
SHV	2012/09/11	12:00:00	47000
SMB	2012/09/11	12:00:00	47000
SPC	2012/09/11	12:00:00	47000
SPD	2012/09/11	12:00:00	47000
SSF	2012/09/11	12:00:00	47000
STS	2012/09/11	12:00:00	47000
STU	2012/09/11	12:00:00	47000
STV	2012/09/11	12:00:00	47000
SWC	2012/09/11	12:00:00	47000
TBT	2012/09/11	12:00:00	47000
TDS	2012/09/11	12:00:00	47000
TGP	2012/09/11	12:00:00	47000
TIS	2012/09/11	12:00:00	47000
TMW	2012/09/11	12:00:00	47000
TNB	2012/09/11	12:00:00	47000
TNM	2012/09/11	12:00:00	47000
TNY	2012/09/11	12:00:00	47000
TTG	2012/09/11	12:00:00	47000
TTR	2012/09/11	12:00:00	47000
TVG	2012/09/11	12:00:00	47000
UDJ	2012/09/11	12:00:00	47000
VCA	2012/09/11	12:00:00	47000
VCT	2012/09/11	12:00:00	47000
VDN	2012/09/11	12:00:00	47000
VDT	2012/09/11	12:00:00	47000
VHF	2012/09/11	12:00:00	47000
VIR	2012/09/11	12:00:00	47000
VKD	2012/09/11	12:00:00	47000
VNX	2012/09/11	12:00:00	47000
VQC	2012/09/11	12:00:00	47000
VSP	2012/09/11	12:00:00	47000
VT1	2012/09/11	12:00:00	47000
VTA	2012/09/11	12:00:00	0
VTI	2012/09/11	12:00:00	47000
WSB	2012/09/11	12:00:00	47000
WTC	2012/09/11	12:00:00	47000
