ticker	yyyymmdd	exc_pref	exc_pcei	exc_pflr	exc_popn	exc_pcls	exc_phgh	exc_plow	exc_pbase	exc_pvlm	exc_ptrn	exc_capi
MIM	20121109	6700	7100	6300	0	0	0	0	6700	0	0	22846062000
MKV	20121109	6700	7100	6300	6300	7100	7100	6300	7100	1500	9530000	7977290200
MMC	20121109	8400	8900	7900	0	0	0	0	8400	0	0	26544000000
MNC	20121109	3100	3300	2900	3200	3200	3200	3200	3200	300	960000	25821782400
NAG	20121109	3600	3800	3400	3800	3800	3800	3800	3800	100	380000	56428388800
NBC	20121109	11200	11900	10500	11200	11200	11200	11200	11200	14800	165760000	223993324800
NBP	20121109	13600	14500	12700	13600	13600	13600	13600	13600	5000	68000000	174970800000
NDN	20121109	4300	4600	4000	4300	4500	4500	4300	4500	115200	500150000	49809240000
NET	20121109	38000	40600	35400	35400	35400	35400	35400	35400	100	3540000	283180388400
NGC	20121109	11800	12600	11000	0	0	0	0	11800	0	0	14160000000
NHA	20121109	3800	4000	3600	3900	3900	3900	3900	3900	100	390000	34456500000
NHC	20121109	19200	20500	17900	0	0	0	0	19200	0	0	28249824000
NIS	20121109	6400	6800	6000	6700	6500	6800	6500	6500	7100	47600000	19500000000
NLC	20121109	13600	14500	12700	13600	13600	13600	13600	13600	1000	13600000	68000000000
NPS	20121109	11200	11900	10500	0	0	0	0	11200	0	0	24304000000
NSN	20121109	2800	2900	2700	2900	2900	2900	2900	2900	100	290000	8582010600
NST	20121109	8700	9300	8100	8500	8700	8700	8300	8700	2900	24510000	60144257100
NTP	20121109	30600	32700	28500	31100	31700	31700	31000	31500	7200	225510000	1365146874000
NVB	20121109	7200	7700	6700	0	0	0	0	7200	0	0	2143220774400
NVC	20121109	1000	1100	900	900	1000	1000	900	1000	21800	21480000	15000000000
OCH	20121109	17800	19000	16600	17800	17900	17900	17800	17900	11500	205150000	1790000000000
ONE	20121109	6400	6800	6000	6400	6400	6400	6400	6400	4400	28160000	31519360000
ORS	20121109	1800	1900	1700	1700	1800	1800	1700	1800	18400	31350000	43200000000
PCG	20121109	5300	5600	5000	5300	5300	5300	5300	5300	5400	28620000	100011000000
PCT	20121109	2700	2800	2600	2600	2700	2700	2600	2700	10200	26540000	62100000000
PDC	20121109	3000	3200	2800	2900	3000	3000	2900	3000	3000	8790000	45000000000
PFL	20121109	2200	2300	2100	2200	2300	2300	2100	2300	109000	239990000	115000000000
PGS	20121109	16500	17600	15400	16400	16700	16800	16400	16700	546300	9077370000	634600000000
PGT	20121109	2900	3100	2700	2900	2800	2900	2800	2800	8700	24430000	25877042800
PHC	20121109	3900	4100	3700	3700	3700	3700	3700	3700	100	370000	40292914900
PHH	20121109	3600	3800	3400	3600	3600	3600	3600	3600	8100	29160000	65570400000
PHS	20121109	2500	2600	2400	2400	2600	2600	2400	2600	400	980000	78000000000
PIV	20121109	4100	4300	3900	0	0	0	0	4100	0	0	4920000000
PJC	20121109	11800	12600	11000	0	0	0	0	11800	0	0	36890340000
PLC	20121109	15000	16000	14000	15000	15100	15100	15000	15100	18400	276210000	909595385500
PMC	20121109	25600	27300	23900	25500	25500	25500	25500	25500	6000	153000000	165122547000
PMS	20121109	5600	5900	5300	5300	5400	5600	5300	5400	400	2160000	38889568800
POT	20121109	7400	7900	6900	7100	7300	7300	7000	7300	6100	43230000	140790325800
PPE	20121109	4700	5000	4400	0	0	0	0	4700	0	0	9400000000
PPG	20121109	4600	4900	4300	4900	4700	4900	4600	4700	1200	5560000	33178240000
PPP	20121109	9700	10300	9100	9900	9900	9900	9900	9900	300	2970000	23121450000
PPS	20121109	8300	8800	7800	8200	8400	8500	8200	8400	102400	850130000	126000000000
PRC	20121109	6900	7300	6500	6700	6800	6800	6700	6800	1900	12820000	8016452000
PSC	20121109	8900	9500	8300	0	0	0	0	8900	0	0	42720000000
PSG	20121109	1000	1100	900	1000	1000	1000	1000	1000	7100	7100000	35000000000
PSI	20121109	3500	3700	3300	3300	3500	3500	3300	3500	4200	14360000	209444550000
PTI	20121109	8800	9400	8200	0	0	0	0	8800	0	0	443482239200
PTM	20121109	7800	8300	7300	0	0	0	0	7800	0	0	32760000000
PTS	20121109	5900	6300	5500	5900	5900	5900	5900	5900	100	590000	32851200000
PV2	20121109	4000	4200	3800	3900	4100	4100	3900	4100	53600	214790000	151162080000
PVA	20121109	4600	4900	4300	4600	4700	4800	4400	4700	210400	959880000	102676200000
PVC	20121109	11900	12700	11100	12500	12700	12700	12200	12700	349100	4400260000	444500000000
PVE	20121109	7900	8400	7400	7900	8100	8100	7900	8100	10100	79810000	202500000000
PVG	20121109	7500	8000	7000	7500	7500	7500	7300	7500	20700	153710000	207898875000
PVI	20121109	15200	16200	14200	15100	15100	15100	15100	15100	900	13590000	3419711601700
PVL	20121109	2600	2700	2500	2600	2700	2700	2600	2700	526200	1404530000	135000000000
PVR	20121109	3300	3500	3100	3500	3500	3500	3500	3500	3000	10500000	181673495500
PVS	20121109	14700	15700	13700	14700	14900	14900	14700	14900	130100	1924000000	4437251200600
PVV	20121109	2600	2700	2500	2600	2600	2600	2500	2600	11300	29350000	78000000000
PVX	20121109	4100	4300	3900	4100	4300	4300	4100	4300	1298200	5457150000	1720000000000
PXA	20121109	2500	2600	2400	2400	2600	2600	2400	2600	33400	81910000	39000000000
QCC	20121109	3000	3200	2800	0	0	0	0	3000	0	0	4500000000
QHD	20121109	5100	5400	4800	0	0	0	0	5100	0	0	21674495100
QNC	20121109	5800	6200	5400	6100	5500	6100	5500	5500	800	4460000	101107099500
QST	20121109	8600	9200	8000	0	0	0	0	8600	0	0	11610000000
QTC	20121109	20000	21400	18600	0	0	0	0	20000	0	0	24000000000
RCL	20121109	16400	17500	15300	0	0	0	0	16400	0	0	73792669200
RHC	20121109	11500	12300	10700	0	0	0	0	11500	0	0	58880000000
S12	20121109	2600	2700	2500	0	0	0	0	2600	0	0	13000000000
S27	20121109	2200	2300	2100	0	0	0	0	2200	0	0	3460232600
S55	20121109	15400	16400	14400	0	0	0	0	15400	0	0	38347540000
S74	20121109	6100	6500	5700	6000	6000	6000	6000	6000	100	600000	36000000000
S91	20121109	4500	4800	4200	4400	4200	4700	4200	4200	39900	168120000	12348000000
S96	20121109	2200	2300	2100	2200	2300	2300	2200	2300	14700	32650000	25657723600
S99	20121109	3800	4000	3600	3600	3800	3800	3600	3800	2700	9740000	47488330200
SAF	20121109	21100	22500	19700	0	0	0	0	21100	0	0	95915894700
SAP	20121109	13000	13900	12100	0	0	0	0	13000	0	0	16730792000
SCC	20121109	3600	3800	3400	0	0	0	0	3600	0	0	6795360000
SCJ	20121109	4500	4800	4200	4300	4500	4500	4300	4500	300	1330000	43911000000
SCL	20121109	3200	3400	3000	0	0	0	0	3200	0	0	28800000000
