ticker	market	yyyymm	date	svolume	sturnover	svelo	nb	nbt	shares_lis	pr_cls	ssnb	ssnbt	ssturnover	ssvolume	ssvelo
PXI	HSX	201208	41152	966850	5505651000	3.2228	23	23	30000000	5400	250	250	65640791000	30081375	100.2711
PXL	HSX	201208	41152	6784283	5826471000	8.2013	23	23	82722212	3700	250	250	28423054000	79622412	96.2528
PXM	HSX	201208	41152	861710	3752127000	5.7447	23	23	15000000	3900	250	250	65579706000	27771490	185.1431
PXS	HSX	201208	41152	1632270	8776482000	4.3506	23	23	37518001	9300	250	250	66529917000	42822954	114.1397
PXT	HSX	201208	41152	440680	2332031000	2.2034	23	23	20000000	4900	250	250	55167838000	17430390	87.1522
QCG	HSX	201208	41152	2071940	6404285000	1.6431	23	23	127076862	8500	250	250	30837563000	50903468	41.8278
RAL	HSX	201208	41152	3806580	2371380000	33.1007	23	22	11500000	29000	250	235	52122617000	19671430	171.056
RDP	HSX	201208	41152	1620740	3634412000	14.0934	23	15	11500000	8900	250	204	20731223000	18049760	156.9543
REE	HSX	201208	41152	7190274	164012000	3.0384	23	23	236643385	15700	250	250	3679939000	80665182	34.0873
RIC	HSX	201208	41152	3430720	1459377000	17.8083	23	23	19362733	5800	250	230	17920134000	27198440	144.2353
SAM	HSX	201208	41152	4695509	281599000	3.5899	23	23	130798432	7400	250	250	12368106000	52156216	39.8752
SAV	HSX	201208	41152	421530	1685496000	4.2308	23	23	9963450	8200	250	215	39820243000	13990100	140.4144
SBA	HSX	201208	41152	862310	4380581000	1.7246	23	23	50000000	4900	249	249	42119653000	13905270	27.888
SBC	HSX	201208	41152	1580090	3333505000	19.7511	23	21	8000000	12800	250	232	24855546000	21570980	269.6373
SBS	HSX	201208	41152	5371865	2438919000	4.2412	23	23	126660000	3300	250	250	39384411000	35623004	28.1249
SBT	HSX	201208	41152	4534690	2345406000	3.1956	23	23	141905800	15100	250	250	31546959000	55627028	39.1999
SC5	HSX	201208	41152	2994890	907940000	21.9851	23	21	13622364	15800	250	242	37648224000	14597480	109.8828
SCD	HSX	201208	41152	1722970	1357030000	20.2702	23	22	8500000	9900	250	216	33651737000	19353050	227.6831
SEC	HSX	201208	41152	2541010	1004788000	14.598	23	15	17406580	20400	250	214	29625127000	26691070	153.4555
SFC	HSX	201208	41152	1410000	992542000	13.7288	23	6	10270378	23300	250	206	39096068000	24985240	243.2748
SFI	HSX	201208	41152	555570	4348992000	6.7017	23	23	8289981	16000	250	250	65541813000	8555020	103.1971
SGT	HSX	201208	41152	187370	1134220000	0.2532	23	23	74001914	6300	250	246	21163373000	11915700	16.1018
SHI	HSX	201208	41152	1994650	1967506000	7.4676	23	22	26710723	5400	250	249	29156708000	14111450	53.9657
SJD	HSX	201208	41152	1074240	3034316000	2.9941	23	23	35879150	13200	250	247	38403860000	10179570	28.3719
SJS	HSX	201208	41152	1412400	5243666000	1.4124	23	23	100000000	25500	250	250	18650469000	53450806	53.4506
SMA	HSX	201208	41152	673850	3625895000	8.3604	23	23	8060000	5000	250	250	49931887000	17281850	214.4149
SMC	HSX	201208	41152	261990	3636504000	0.8875	23	23	29518361	13700	250	250	64104339000	6676320	24.2355
SPM	HSX	201208	41152	2190360	2295415000	15.6454	23	12	14000000	29500	250	192	28506970000	24250910	173.2207
SRC	HSX	201208	41152	2765190	5174622000	17.0691	23	23	16200000	14500	250	250	52037899000	27947250	172.5139
SRF	HSX	201208	41152	2570500	3039399000	31.6095	23	21	8132046	25300	250	237	38250293000	19769890	245.9555
SSC	HSX	201208	41152	2765050	4531836000	18.4431	23	23	14992367	32500	250	231	50582265000	21786950	145.3205
SSI	HSX	201208	41152	5848180	647760000	1.6585	23	23	352611742	18800	250	250	7779969000	55215674	15.7078
ST8	HSX	201208	41152	1024060	2491421000	8.5639	23	19	11957902	10700	250	215	25592873000	27930820	233.5763
STB	HSX	201208	41152	6715944	290936000	0.6253	23	23	1073967664	20000	250	250	7938438000	55839403	5.4648
STG	HSX	201208	41152	1720000	2362717000	20.5942	23	14	8351857	16000	250	151	34798849000	10656050	127.5888
STT	HSX	201208	41152	4042220	4795723000	50.5278	23	19	8000000	4000	250	243	49564885000	18929920	236.6242
SVC	HSX	201208	41152	1222370	8682932000	4.8903	23	23	24995573	10100	250	250	61061830000	14143550	56.5841
SVI	HSX	201208	41152	620480	2728246000	6.9568	23	22	8918990	22800	241	208	24471465000	9695420	110.1835
SVT	HSX	201208	41152	280000	597420000	3.2184	23	9	8700000	7900	227	180	21531316000	22748510	261.4773
SZL	HSX	201208	41152	1427040	3031066000	7.1352	23	23	20000000	12000	250	245	56182669000	13788910	68.9449
TAC	HSX	201208	41152	907130	7421346000	4.7793	23	23	18980200	38600	250	249	40093049000	23292050	122.7176
TBC	HSX	201208	41152	1655030	2195928000	2.6063	23	22	63500000	11800	250	238	27075657000	19296470	30.388
TCL	HSX	201208	41152	987590	2569508000	4.7154	23	22	20943893	14700	250	240	43955434000	11893500	59.6716
TCM	HSX	201208	41152	1553160	8500271000	3.4717	23	23	44737486	7200	250	250	60883810000	28415318	63.5156
TCO	HSX	201208	41152	136140	1275925000	1.0578	23	19	12870000	9500	137	112	12690992000	3750930	29.1448
TCR	HSX	201208	41152	2313980	1782416000	24.8409	23	23	9315212	4900	250	248	24174771000	15434840	165.9977
TDC	HSX	201208	41152	5186941	4354942000	5.1869	23	23	100000000	8500	250	250	14240420000	87669719	87.6697
TDH	HSX	201208	41152	2307270	5794360000	6.0918	23	23	37875000	12800	250	250	40601533000	45624556	120.4609
TDW	HSX	201208	41152	505080	1333246000	5.9421	23	10	8500000	13000	250	142	16759595000	13177280	155.0268
THG	HSX	201208	41152	686600	4924838000	8.5825	23	23	8000000	8500	250	235	44314549000	20797860	259.9734
TIC	HSX	201208	41152	899700	2937285000	3.6489	23	23	24656988	10000	250	242	26209024000	13251300	53.7426
TIE	HSX	201208	41152	1235550	2808471000	12.9108	23	23	9569900	9000	250	248	41155777000	10075940	105.288
TIX	HSX	201208	41152	1676210	2583981000	6.9842	23	17	24000000	19000	250	237	46582091000	15512160	64.634
TLG	HSX	201208	41152	2947870	2480665000	16.7018	23	22	17650000	19200	250	231	23917845000	29865570	169.2098
TLH	HSX	201208	41152	3865140	10878336000	6.6979	23	23	57706814	5400	250	250	64939886000	56727633	98.3032
TMP	HSX	201208	41152	3262240	690237000	4.6603	23	19	70000000	10000	250	190	18308517000	18639000	26.6273
TMS	HSX	201208	41152	647630	3353757000	2.8068	23	16	23073824	27000	250	200	36166275000	20634460	112.1459
TMT	HSX	201208	41152	2475490	3954044000	8.7011	23	21	28450236	4700	250	248	27541599000	15650860	55.0113
TNA	HSX	201208	41152	1890780	2742171000	23.6348	23	19	8000000	16500	250	217	21271610000	41266210	515.8277
TNC	HSX	201208	41152	3083790	3021913000	16.0197	23	23	19250000	16400	250	250	57317328000	29026300	150.7859
TNT	HSX	201208	41152	4263760	8334459000	50.1619	23	23	8500000	3400	250	250	62248814000	57059081	671.2834
TPC	HSX	201208	41152	1363810	5418019000	5.5824	23	23	24430596	9900	250	250	51522155000	22229150	90.9891
TRA	HSX	201208	41152	781970	4442047000	6.337	23	21	12339824	78000	250	231	54951331000	17623860	142.821
TRC	HSX	201208	41152	2070470	3688046000	6.9016	23	23	30000000	39600	250	250	36636702000	17567610	58.5587
TS4	HSX	201208	41152	747200	5165769000	6.4974	23	23	11500000	8600	250	250	62778179000	23799130	206.9489
TSC	HSX	201208	41152	1708900	3615091000	20.5572	23	23	8312915	6600	250	250	65765783000	16362870	196.8366
TTF	HSX	201208	41152	6347750	4571756000	19.3459	23	23	32811853	5300	250	250	52319311000	35370120	108.9603
TTP	HSX	201208	41152	1850990	3580867000	12.3399	23	23	14999998	26200	250	244	51221105000	17352500	115.6832
TV1	HSX	201208	41152	1272060	2130992000	5.5282	23	23	23010536	7800	250	246	20129158000	26935810	136.665
TYA	HSX	201208	41152	569940	922304000	10.2167	23	23	5578493	3700	250	250	24699641000	9749140	174.763
UDC	HSX	201208	41152	3292430	4802028000	9.4069	23	23	35000000	4700	250	250	72002419000	47140695	134.6877
UIC	HSX	201208	41152	2479110	1593500000	30.9889	23	22	8000000	9400	250	245	31302089000	13722240	171.5282
VCB	HSX	201208	41152	6899233	243616000	0.2977	23	23	2317417076	24800	250	250	3709876000	90145458	24.92
VCF	HSX	201208	41152	5794800	3701087000	21.8021	23	22	26579135	131000	250	239	55073536000	17199750	64.7115
VES	HSX	201208	41152	505000	919400000	5.6064	23	17	9007500	1500	250	213	17265820000	12156480	134.9595
VFC	HSX	201208	41152	1399440	1781649000	4.116	23	16	34000000	8600	250	235	34844285000	17829820	59.805
VFG	HSX	201208	41152	590780	3530342000	4.5744	23	17	12972753	39000	250	219	44270658000	15932230	130.1537
VHC	HSX	201208	41152	1304460	2185270000	2.7665	23	14	47151273	32200	250	205	34929363000	23954040	50.8025
VHG	HSX	201208	41152	2919280	8078184000	11.6771	23	23	25000000	3100	250	250	52942192000	64848956	259.3956
VIC	HSX	201208	41152	3507640	265673000	0.5008	23	23	700462055	70500	250	250	3632271000	37677484	7.6174
VID	HSX	201208	41152	1951350	3769684000	7.6455	23	23	25522767	4300	250	249	50309150000	24657630	96.6106
VIP	HSX	201208	41152	6433060	4412990000	10.7562	23	23	59807785	6800	250	250	47640841000	61872276	103.4519
VIS	HSX	201208	41152	4500150	2718469000	9.1429	23	23	49220262	9900	250	250	14006887000	72035816	228.059
VLF	HSX	201208	41152	133620	1590769000	1.2848	23	11	10400000	11000	250	167	14181795000	21575240	207.4543
VMD	HSX	201208	41152	3694190	3369215000	43.7686	23	23	8440268	15500	250	248	14451498000	36995890	452.6085
VNA	HSX	201208	41152	1204510	1186996000	6.0226	23	23	20000000	3200	250	250	41099706000	19522031	97.6105
VNE	HSX	201208	41152	9450747	164509000	14.8314	23	23	63721061	6500	250	250	32516887000	67399731	105.7731
VNG	HSX	201208	41152	1282590	2919143000	9.8661	23	23	13000000	6500	250	205	24047382000	18398890	141.53
VNH	HSX	201208	41152	1922040	1971605000	23.9564	23	22	8023071	3500	250	232	31574321000	22296920	277.91
VNI	HSX	201208	41152	1375380	5649268000	13.0244	23	22	10559996	4800	250	234	23885440000	29851820	282.6878
VNL	HSX	201208	41152	209470	2677366000	2.3274	23	20	9000000	12500	250	209	18012761000	19772360	219.693
VNM	HSX	201208	41152	3627870	379033000	0.6524	23	23	556114754	105000	250	250	2810458000	15648160	3.0945
VNS	HSX	201208	41152	1441710	2098737000	4.8057	23	22	29999997	25000	250	234	35489091000	21777270	72.5909
VOS	HSX	201208	41152	1473470	4647675000	1.0525	23	23	140000000	3000	250	250	78573519000	47547043	33.9621
VPH	HSX	201208	41152	2011130	3231467000	7.2565	23	23	27714816	4400	250	250	57022906000	16857850	60.826
VPK	HSX	201208	41152	5894250	1572255000	73.6781	23	23	8000000	16800	250	249	39643664000	25191438	314.8932
VRC	HSX	201208	41152	2201230	2524999000	15.1759	23	23	14504762	6500	250	246	56251808000	16749230	115.4738
VSC	HSX	201208	41152	1118590	6516959000	4.6814	23	23	23894502	32300	250	247	55034549000	14886940	62.3029
VSG	HSX	201208	41152	583340	939895000	5.282	23	21	11044000	1200	250	236	17400658000	16072020	145.5272
VSH	HSX	201208	41152	7083636	103329000	3.4346	23	23	206241246	10600	250	250	15192870000	81540686	39.5364
VSI	HSX	201208	41152	2679440	3728186000	20.2988	23	20	13200000	6900	250	221	26648828000	25723350	199.0234
VST	HSX	201208	41152	650100	2191670000	1.1019	23	23	58999337	3000	250	250	56074301000	32118039	54.438
VTB	HSX	201208	41152	3745240	2553730000	31.2571	23	23	11982050	7200	250	248	28111103000	34962360	291.7892
VTF	HSX	201208	41152	2053650	3848294000	10.8177	23	23	21025509	26500	250	221	40331313000	21001340	115.9337
VTO	HSX	201208	41152	2098180	9492770000	2.6271	23	23	79866666	4900	250	250	67988981000	42945159	53.7711
