STK_CODE	DATE	CLOSE	ADCLOSE
PET	2011/07/04	12700.00	
PET	2011/07/01	13300.00	
PET	2011/06/30	14000.00	
PET	2011/06/29	13700.00	
PET	2011/06/28	13500.00	
PET	2011/06/27	13300.00	
PET	2011/06/24	13300.00	
PET	2011/06/23	12900.00	
PET	2011/06/22	12400.00	
PET	2011/06/21	12000.00	
PET	2011/06/20	11700.00	
PET	2011/06/17	11700.00	
PET	2011/06/16	12100.00	
PET	2011/06/15	11900.00	
PET	2011/06/14	12200.00	
PET	2011/06/13	12000.00	
PET	2011/06/10	12000.00	
PET	2011/06/09	11500.00	
PET	2011/06/08	11400.00	
PET	2011/06/07	11600.00	
PET	2011/06/06	11100.00	
PET	2011/06/03	10900.00	
PET	2011/06/02	11200.00	
PET	2011/06/01	10800.00	
PET	2011/05/31	10300.00	
PET	2011/05/30	10500.00	
PET	2011/05/27	11000.00	
PET	2011/05/26	10500.00	
PET	2011/05/25	10000.00	
PET	2011/05/24	10500.00	
PET	2011/05/23	11000.00	
PET	2011/05/20	11400.00	
PET	2011/05/19	11600.00	
PET	2011/05/17	13600.00	
PET	2011/05/16	13800.00	
PET	2011/05/13	13800.00	
PET	2011/05/12	13600.00	
PET	2011/05/11	13800.00	
PET	2011/05/10	14000.00	
PET	2011/05/09	14000.00	
PET	2011/05/06	13500.00	
PET	2011/05/05	13500.00	
PET	2011/05/04	13700.00	
PET	2011/04/29	13700.00	
PET	2011/04/28	13500.00	
PET	2011/04/27	12900.00	
PET	2011/04/26	13000.00	
PET	2011/04/25	13400.00	
PET	2011/04/22	12800.00	
PET	2011/04/21	12900.00	
PET	2011/04/20	13200.00	
PET	2011/04/19	13400.00	
PET	2011/04/18	13400.00	
PET	2011/04/15	13600.00	
PET	2011/04/14	13700.00	
PET	2011/04/13	13800.00	
PET	2011/04/08	13800.00	
PET	2011/04/07	13600.00	
PET	2011/04/06	13900.00	
PET	2011/04/05	13800.00	
PET	2011/04/04	14000.00	
PET	2011/04/01	14100.00	
PET	2011/03/31	14300.00	
PET	2011/03/30	14400.00	
PET	2011/03/29	14500.00	
PET	2011/03/28	14500.00	
PET	2011/03/25	14500.00	
PET	2011/03/24	14600.00	
PET	2011/03/23	14600.00	
PET	2011/03/22	14600.00	
PET	2011/03/21	14700.00	
PET	2011/03/18	14700.00	
PET	2011/03/17	14500.00	
PET	2011/03/16	14500.00	
PET	2011/03/15	14200.00	
PET	2011/03/14	14200.00	
PET	2011/03/11	14800.00	
PET	2011/03/10	14100.00	
PET	2011/03/09	13500.00	
PET	2011/03/08	13600.00	
PET	2011/03/07	13600.00	
PET	2011/03/04	13500.00	
PET	2011/03/03	13400.00	
PET	2011/03/02	13600.00	
PET	2011/03/01	14300.00	
PET	2011/02/28	14500.00	
PET	2011/02/25	14800.00	
PET	2011/02/24	14500.00	
PET	2011/02/23	14900.00	
PET	2011/02/22	14700.00	
PET	2011/02/21	15300.00	
PET	2011/02/18	16100.00	
PET	2011/02/17	16400.00	
PET	2011/02/16	16700.00	
PET	2011/02/15	16600.00	
PET	2011/02/14	16700.00	
PET	2011/02/11	16800.00	
PET	2011/02/10	17000.00	
PET	2011/02/09	16900.00	
PET	2011/02/08	17200.00	
PET	2011/01/28	16700.00	
PET	2011/01/27	16600.00	
PET	2011/01/26	16400.00	
PET	2011/01/25	16300.00	
PET	2011/01/24	16500.00	
PET	2011/01/21	16900.00	
PET	2011/01/20	16900.00	
PET	2011/01/19	16800.00	
PET	2011/01/18	16600.00	
PET	2011/01/17	16700.00	
PET	2011/01/14	16900.00	
PET	2011/01/13	16500.00	
PET	2011/01/12	16100.00	
PET	2011/01/11	16000.00	
PET	2011/01/10	16600.00	
PET	2011/01/07	17000.00	
PET	2011/01/06	17000.00	
PET	2011/01/05	17100.00	
PET	2011/01/04	17300.00	
PET	2010/12/31	17200.00	
PET	2010/12/30	17500.00	
PET	2010/12/29	17600.00	
PET	2010/12/28	17600.00	
PET	2010/12/27	17600.00	
PET	2010/12/24	17700.00	
PET	2010/12/23	17800.00	
PET	2010/12/22	17800.00	
PET	2010/12/21	17900.00	
PET	2010/12/20	18000.00	
PET	2010/12/17	18000.00	
PET	2010/12/16	17500.00	
PET	2010/12/15	17500.00	
PET	2010/12/14	18400.00	
PET	2010/12/13	19300.00	
PET	2010/12/10	18500.00	
PET	2010/12/09	17700.00	
PET	2010/12/08	17600.00	
PET	2010/12/07	18200.00	
PET	2010/12/06	18200.00	
PET	2010/12/03	17800.00	
PET	2010/12/02	17000.00	
PET	2010/12/01	16500.00	
PET	2010/11/30	17000.00	
PET	2010/11/29	16200.00	
PET	2010/11/26	15500.00	
PET	2010/11/25	15600.00	
PET	2010/11/24	15300.00	
PET	2010/11/23	15300.00	
PET	2010/11/22	15100.00	
PET	2010/11/19	15100.00	
PET	2010/11/18	15400.00	
PET	2010/11/17	14700.00	
PET	2010/11/16	14600.00	
PET	2010/11/15	15000.00	
PET	2010/11/12	15700.00	
PET	2010/11/11	16300.00	
PET	2010/11/10	16600.00	
PET	2010/11/09	16600.00	
PET	2010/11/08	17000.00	
PET	2010/11/05	17500.00	
PET	2010/11/04	16800.00	
PET	2010/11/03	16800.00	
PET	2010/11/02	17000.00	
PET	2010/11/01	17200.00	
PET	2010/10/29	17400.00	
PET	2010/10/28	17000.00	
PET	2010/10/27	17000.00	
PET	2010/10/26	17400.00	
PET	2010/10/25	16900.00	
PET	2010/10/22	16700.00	
PET	2010/10/21	16700.00	
PET	2010/10/20	16700.00	
PET	2010/10/19	17500.00	
PET	2010/10/18	17600.00	
PET	2010/10/15	17700.00	
PET	2010/10/14	17500.00	
PET	2010/10/13	17400.00	
PET	2010/10/12	17500.00	
PET	2010/10/11	17900.00	
PET	2010/10/08	18000.00	
PET	2010/10/07	18200.00	
PET	2010/10/06	18800.00	
PET	2010/10/05	18600.00	
PET	2010/10/04	17800.00	
PET	2010/10/01	18300.00	
PET	2010/09/30	18300.00	
PET	2010/09/29	18500.00	
PET	2010/09/28	18800.00	
PET	2010/09/27	18600.00	
PET	2010/09/24	19000.00	
PET	2010/09/23	19000.00	
PET	2010/09/22	19500.00	
PET	2010/09/21	19600.00	
PET	2010/09/20	20000.00	
PET	2010/09/17	19300.00	
PET	2010/09/16	18400.00	
PET	2010/09/15	18600.00	
PET	2010/09/14	18600.00	
PET	2010/09/13	18200.00	
PET	2010/09/10	18800.00	
PET	2010/09/09	19700.00	
PET	2010/09/08	19300.00	
PET	2010/09/07	19800.00	
PET	2010/09/06	20100.00	
PET	2010/09/01	19200.00	
PET	2010/08/31	19200.00	
PET	2010/08/30	18300.00	
PET	2010/08/27	17500.00	
PET	2010/08/26	17800.00	
PET	2010/08/25	17500.00	
PET	2010/08/24	18400.00	
PET	2010/08/23	19300.00	
PET	2010/08/20	20000.00	
PET	2010/08/19	19900.00	
PET	2010/08/18	20000.00	
PET	2010/08/17	20900.00	
PET	2010/08/16	21000.00	
PET	2010/08/13	20000.00	
PET	2010/08/12	19600.00	
PET	2010/08/11	20600.00	
PET	2010/08/10	20400.00	
PET	2010/08/09	21100.00	
PET	2010/08/06	22000.00	
PET	2010/08/05	22300.00	
PET	2010/08/04	22500.00	
PET	2010/08/03	23000.00	
PET	2010/08/02	23000.00	
PET	2010/07/30	23200.00	
PET	2010/07/29	23100.00	
PET	2010/07/28	23000.00	
PET	2010/07/27	23800.00	
PET	2010/07/26	24000.00	
PET	2010/07/23	23700.00	
PET	2010/07/22	23900.00	
PET	2010/07/21	24200.00	
PET	2010/07/20	24600.00	
PET	2010/07/19	24900.00	
PET	2010/07/16	24700.00	
PET	2010/07/15	24800.00	
PET	2010/07/14	25000.00	
PET	2010/07/13	25500.00	
PET	2010/07/12	24300.00	
PET	2010/07/09	23900.00	
PET	2010/07/08	23700.00	
PET	2010/07/07	23700.00	
PET	2010/07/06	23700.00	
PET	2010/07/05	24400.00	
PET	2010/07/02	24500.00	
PET	2010/07/01	24700.00	
PET	2010/06/30	25600.00	
PET	2010/06/29	25700.00	
PET	2010/06/28	25500.00	
PET	2010/06/25	25300.00	
PET	2010/06/24	26600.00	
PET	2010/06/23	25500.00	
PET	2010/06/22	24800.00	
PET	2010/06/21	24800.00	
PET	2010/06/18	23700.00	
PET	2010/06/17	23600.00	
PET	2010/06/16	24000.00	
PET	2010/06/15	23700.00	
PET	2010/06/14	23900.00	
PET	2010/06/11	22800.00	
PET	2010/06/10	22500.00	
PET	2010/06/09	22600.00	
PET	2010/06/08	22700.00	
PET	2010/06/07	22500.00	
PET	2010/06/04	23500.00	
PET	2010/06/03	23900.00	
PET	2010/06/02	23900.00	
PET	2010/06/01	23600.00	
PET	2010/05/31	23700.00	
PET	2010/05/28	24400.00	
PET	2010/05/27	23700.00	
PET	2010/05/26	23700.00	
PET	2010/05/25	22900.00	
PET	2010/05/24	23000.00	
PET	2010/05/21	23100.00	
PET	2010/05/20	24300.00	
PET	2010/05/19	23300.00	
PET	2010/05/18	24500.00	
PET	2010/05/17	25100.00	
PET	2010/05/14	25900.00	
PET	2010/05/13	25700.00	
PET	2010/05/12	26100.00	
PET	2010/05/11	25700.00	
PET	2010/05/10	25100.00	
PET	2010/05/06	27800.00	
PET	2010/05/05	27000.00	
PET	2010/05/04	27300.00	
PET	2010/04/29	27400.00	
PET	2010/04/28	26700.00	
PET	2010/04/27	26800.00	
PET	2010/04/26	27000.00	
PET	2010/04/22	27200.00	
PET	2010/04/21	28000.00	
PET	2010/04/20	28100.00	
PET	2010/04/19	28500.00	
PET	2010/04/16	29700.00	
PET	2010/04/15	28300.00	
PET	2010/04/14	27000.00	
PET	2010/04/13	26500.00	
PET	2010/04/12	27000.00	
PET	2010/04/09	27500.00	
PET	2010/04/08	27500.00	
PET	2010/04/07	26600.00	
PET	2010/04/06	26700.00	
PET	2010/04/05	27000.00	
PET	2010/04/02	26700.00	
PET	2010/04/01	25500.00	
PET	2010/03/31	25200.00	
PET	2010/03/30	25300.00	
PET	2010/03/29	26000.00	
PET	2010/03/26	25500.00	
PET	2010/03/25	25800.00	
PET	2010/03/24	26700.00	
PET	2010/03/23	26100.00	
PET	2010/03/22	26500.00	
PET	2010/03/19	27000.00	
PET	2010/03/18	27600.00	
PET	2010/03/17	26600.00	
PET	2010/03/16	26000.00	
PET	2010/03/15	27300.00	
PET	2010/03/12	27000.00	
PET	2010/03/11	27100.00	
PET	2010/03/10	28100.00	
PET	2010/03/09	28000.00	
PET	2010/03/08	26700.00	
PET	2010/03/05	25500.00	
PET	2010/03/04	25600.00	
PET	2010/03/03	24400.00	
PET	2010/03/02	23300.00	
PET	2010/03/01	23000.00	
PET	2010/02/26	22800.00	
PET	2010/02/25	22600.00	
PET	2010/02/24	22800.00	
PET	2010/02/23	22800.00	
PET	2010/02/22	23500.00	
PET	2010/02/12	23000.00	
PET	2010/02/11	22700.00	
PET	2010/02/10	22400.00	
PET	2010/02/09	22100.00	
PET	2010/02/08	23100.00	
PET	2010/02/05	23100.00	
PET	2010/02/04	22300.00	
PET	2010/02/03	21300.00	
PET	2010/02/02	20800.00	
PET	2010/02/01	20900.00	
PET	2010/01/29	20700.00	
PET	2010/01/28	20600.00	
PET	2010/01/27	21000.00	
PET	2010/01/26	21700.00	
PET	2010/01/25	20700.00	
PET	2010/01/22	20200.00	
PET	2010/01/21	20000.00	
PET	2010/01/20	21000.00	
PET	2010/01/19	21900.00	
PET	2010/01/18	21900.00	
PET	2010/01/15	23000.00	
PET	2010/01/14	24000.00	
PET	2010/01/13	24300.00	
PET	2010/01/12	23500.00	
PET	2010/01/11	24300.00	
PET	2010/01/08	23200.00	
PET	2010/01/07	24400.00	
PET	2010/01/06	24400.00	
PET	2010/01/05	24800.00	
PET	2010/01/04	24100.00	
PET	2009/12/31	23000.00	
PET	2009/12/30	23200.00	
PET	2009/12/29	22800.00	
PET	2009/12/28	23000.00	
PET	2009/12/25	23100.00	
PET	2009/12/24	22000.00	
PET	2009/12/23	21000.00	
PET	2009/12/22	20800.00	
PET	2009/12/21	20000.00	
PET	2009/12/18	19100.00	
PET	2009/12/17	18200.00	
PET	2009/12/16	18900.00	
PET	2009/12/15	19800.00	
PET	2009/12/14	20300.00	
PET	2009/12/11	19800.00	
PET	2009/12/10	20800.00	
PET	2009/12/09	21800.00	
PET	2009/12/08	22900.00	
PET	2009/12/07	23300.00	
PET	2009/12/04	23300.00	
PET	2009/12/03	23400.00	
PET	2009/12/02	23800.00	
PET	2009/12/01	25000.00	
PET	2009/11/30	24500.00	
PET	2009/11/27	23500.00	
PET	2009/11/26	23600.00	
PET	2009/11/25	24800.00	
PET	2009/11/24	26100.00	
PET	2009/11/23	26600.00	
PET	2009/11/20	28000.00	
PET	2009/11/19	27200.00	
PET	2009/11/18	26600.00	
PET	2009/11/17	26500.00	
PET	2009/11/16	26500.00	
PET	2009/11/13	26700.00	
PET	2009/11/12	26600.00	
PET	2009/11/11	25600.00	
PET	2009/11/10	24800.00	
PET	2009/11/09	25500.00	
PET	2009/11/06	26800.00	
PET	2009/11/05	27300.00	
PET	2009/11/04	26000.00	
PET	2009/11/03	26800.00	
PET	2009/11/02	28200.00	
PET	2009/10/30	29600.00	
PET	2009/10/29	29500.00	
PET	2009/10/28	31000.00	
PET	2009/10/27	29900.00	
PET	2009/10/26	31400.00	
PET	2009/10/23	31900.00	
PET	2009/10/22	32700.00	
PET	2009/10/21	33200.00	
PET	2009/10/20	32600.00	
PET	2009/10/19	31800.00	
PET	2009/10/16	32500.00	
PET	2009/10/15	32500.00	
PET	2009/10/14	31000.00	
PET	2009/10/13	30300.00	
PET	2009/10/12	31700.00	
PET	2009/10/09	30300.00	
PET	2009/10/08	30800.00	
PET	2009/10/07	30900.00	
PET	2009/10/06	29500.00	
PET	2009/10/05	29000.00	
PET	2009/10/02	29400.00	
PET	2009/10/01	30900.00	
PET	2009/09/30	32500.00	
PET	2009/09/29	34200.00	
PET	2009/09/28	32600.00	
PET	2009/09/25	31100.00	
PET	2009/09/24	30400.00	
PET	2009/09/23	29000.00	
PET	2009/09/22	27700.00	
PET	2009/09/21	27600.00	
PET	2009/09/18	27800.00	
PET	2009/09/17	27900.00	
PET	2009/09/16	28000.00	
PET	2009/09/15	27500.00	
PET	2009/09/14	27900.00	
PET	2009/09/11	28000.00	
PET	2009/09/10	28200.00	
PET	2009/09/09	28600.00	
PET	2009/09/08	28500.00	
PET	2009/09/07	27200.00	
PET	2009/09/04	28000.00	
PET	2009/09/03	28900.00	
PET	2009/09/01	29800.00	
PET	2009/08/31	31000.00	
PET	2009/08/28	30800.00	
PET	2009/08/27	30800.00	
PET	2009/08/26	30000.00	
PET	2009/08/25	28600.00	
PET	2009/08/24	28900.00	
PET	2009/08/21	30000.00	
PET	2009/08/20	30200.00	
PET	2009/08/19	28800.00	
PET	2009/08/18	27500.00	
PET	2009/08/17	26200.00	
PET	2009/08/14	25800.00	
PET	2009/08/13	26700.00	
PET	2009/08/12	25500.00	
PET	2009/08/11	24300.00	
PET	2009/08/10	24300.00	
PET	2009/08/07	23500.00	
PET	2009/08/06	23300.00	
PET	2009/08/05	23500.00	
PET	2009/08/04	23900.00	
PET	2009/08/03	23200.00	
PET	2009/07/31	22900.00	
PET	2009/07/30	21900.00	
PET	2009/07/29	21900.00	
PET	2009/07/28	22000.00	
PET	2009/07/27	21600.00	
PET	2009/07/24	20600.00	
PET	2009/07/23	19700.00	
PET	2009/07/22	18800.00	
PET	2009/07/21	18700.00	
PET	2009/07/20	18500.00	
PET	2009/07/17	19200.00	
PET	2009/07/16	19600.00	
PET	2009/07/15	19000.00	
PET	2009/07/14	18300.00	
PET	2009/07/13	19000.00	
PET	2009/07/10	19900.00	
PET	2009/07/09	20700.00	
PET	2009/07/08	20700.00	
PET	2009/07/07	19800.00	
PET	2009/07/06	18900.00	
PET	2009/07/03	18000.00	
PET	2009/07/02	18100.00	
PET	2009/07/01	18100.00	
PET	2009/06/30	19000.00	
PET	2009/06/29	20000.00	
PET	2009/06/26	20500.00	
PET	2009/06/25	20600.00	
PET	2009/06/24	21200.00	
PET	2009/06/23	20200.00	
PET	2009/06/22	21200.00	
PET	2009/06/19	22300.00	
PET	2009/06/18	21700.00	
PET	2009/06/17	21400.00	
PET	2009/06/16	22500.00	
PET	2009/06/15	23600.00	
PET	2009/06/12	24800.00	
PET	2009/06/11	26100.00	
PET	2009/06/10	25600.00	
PET	2009/06/09	26900.00	
PET	2009/06/08	26900.00	
PET	2009/06/05	25700.00	
PET	2009/06/04	24500.00	
PET	2009/06/03	23400.00	
PET	2009/06/02	22300.00	
PET	2009/06/01	21300.00	
PET	2009/05/29	20300.00	
PET	2009/05/28	20900.00	
PET	2009/05/27	21900.00	
PET	2009/05/26	22100.00	
PET	2009/05/25	22500.00	
PET	2009/05/22	21600.00	
PET	2009/05/21	22700.00	
PET	2009/05/20	21700.00	
PET	2009/05/19	20700.00	
PET	2009/05/18	19800.00	
PET	2009/05/15	18900.00	
PET	2009/05/14	18000.00	
PET	2009/05/13	18500.00	
PET	2009/05/12	18200.00	
PET	2009/05/11	17400.00	
PET	2009/05/08	17000.00	
PET	2009/05/07	17500.00	
PET	2009/05/05	18500.00	
PET	2009/05/04	17700.00	
PET	2009/04/29	16900.00	
PET	2009/04/28	16600.00	
PET	2009/04/27	15900.00	
PET	2009/04/24	15200.00	
PET	2009/04/23	16000.00	
PET	2009/04/22	16500.00	
PET	2009/04/21	16000.00	
PET	2009/04/20	16800.00	
PET	2009/04/17	17600.00	
PET	2009/04/16	18500.00	
PET	2009/04/15	18300.00	
PET	2009/04/14	19000.00	
PET	2009/04/13	18100.00	
PET	2009/04/10	17300.00	
PET	2009/04/09	16500.00	
PET	2009/04/08	16600.00	
PET	2009/04/07	17000.00	
PET	2009/04/03	16200.00	
PET	2009/04/02	15500.00	
PET	2009/04/01	15100.00	
PET	2009/03/31	14500.00	
PET	2009/03/30	14100.00	
PET	2009/03/27	14400.00	
PET	2009/03/26	15000.00	
PET	2009/03/25	15200.00	
PET	2009/03/24	14500.00	
PET	2009/03/23	13900.00	
PET	2009/03/20	13300.00	
PET	2009/03/19	12700.00	
PET	2009/03/18	13300.00	
PET	2009/03/17	12700.00	
PET	2009/03/16	12100.00	
PET	2009/03/13	11900.00	
PET	2009/03/12	12000.00	
PET	2009/03/11	11800.00	
PET	2009/03/10	11300.00	
PET	2009/03/09	10800.00	
PET	2009/03/06	10600.00	
PET	2009/03/05	11000.00	
PET	2009/03/04	10800.00	
PET	2009/03/03	10700.00	
PET	2009/03/02	11000.00	
PET	2009/02/27	11000.00	
PET	2009/02/26	10700.00	
PET	2009/02/25	10500.00	
PET	2009/02/24	10000.00	
PET	2009/02/23	10400.00	
PET	2009/02/20	10900.00	
PET	2009/02/19	10900.00	
PET	2009/02/18	10900.00	
PET	2009/02/17	11400.00	
PET	2009/02/16	12000.00	
PET	2009/02/13	12300.00	
PET	2009/02/12	12000.00	
PET	2009/02/11	12300.00	
PET	2009/02/10	12600.00	
PET	2009/02/09	13100.00	
PET	2009/02/06	12500.00	
PET	2009/02/05	12300.00	
PET	2009/02/04	12900.00	
PET	2009/02/03	13000.00	
PET	2009/02/02	13400.00	
PET	2009/01/23	13800.00	
PET	2009/01/22	13700.00	
PET	2009/01/21	13500.00	
PET	2009/01/20	13700.00	
PET	2009/01/19	13800.00	
PET	2009/01/16	13900.00	
PET	2009/01/15	13800.00	
PET	2009/01/14	14000.00	
PET	2009/01/13	13900.00	
PET	2009/01/12	14100.00	
PET	2009/01/09	14300.00	
PET	2009/01/08	14400.00	
PET	2009/01/07	14800.00	
PET	2009/01/06	14500.00	
PET	2009/01/05	14300.00	
PET	2009/01/02	14300.00	
PET	2008/12/31	14200.00	
PFL	2011/12/09	4300.00	
PFL	2011/12/08	4500.00	
PFL	2011/12/07	4800.00	
PFL	2011/12/06	5000.00	
PFL	2011/12/05	5000.00	
PFL	2011/12/02	4800.00	
PFL	2011/12/01	4600.00	
PFL	2011/11/30	4600.00	
PFL	2011/11/29	4700.00	
PFL	2011/11/28	4800.00	
PFL	2011/11/25	4700.00	
PFL	2011/11/24	4700.00	
PFL	2011/11/23	4800.00	
PFL	2011/11/22	4800.00	
PFL	2011/11/21	4900.00	
PFL	2011/11/18	4800.00	
PFL	2011/11/17	5000.00	
PFL	2011/11/16	5200.00	
PFL	2011/11/15	5100.00	
PFL	2011/11/14	4900.00	
PFL	2011/11/11	5100.00	
PFL	2011/11/10	5400.00	
PFL	2011/11/09	5600.00	
PFL	2011/11/08	5700.00	
PFL	2011/11/07	5800.00	
PFL	2011/11/04	6100.00	
PFL	2011/11/03	6100.00	
PFL	2011/11/02	6100.00	
PFL	2011/11/01	6200.00	
PFL	2011/10/31	6400.00	
PFL	2011/10/28	6600.00	
PFL	2011/10/27	6400.00	
PFL	2011/10/26	6300.00	
PFL	2011/10/25	6300.00	
PFL	2011/10/24	6400.00	
PFL	2011/10/21	6600.00	
PFL	2011/10/20	6200.00	
PFL	2011/10/19	6100.00	
PFL	2011/10/18	6100.00	
PFL	2011/10/17	6400.00	
PFL	2011/10/14	6500.00	
PFL	2011/10/13	6500.00	
PFL	2011/10/12	6700.00	
PFL	2011/10/11	6900.00	
PFL	2011/10/10	6900.00	
PFL	2011/10/07	7100.00	
PFL	2011/10/06	7400.00	
PFL	2011/10/05	7000.00	
PFL	2011/10/04	7200.00	
PFL	2011/10/03	7100.00	
PFL	2011/09/30	7500.00	
PFL	2011/09/29	7900.00	
PFL	2011/09/28	7900.00	
PFL	2011/09/27	7500.00	
PFL	2011/09/26	7100.00	
PFL	2011/09/23	7300.00	
PFL	2011/09/22	7600.00	
PFL	2011/09/21	7400.00	
PFL	2011/09/20	7100.00	
PFL	2011/09/19	7500.00	
PFL	2011/09/16	7200.00	
PFL	2011/09/15	7700.00	
PFL	2011/09/14	7800.00	
PFL	2011/09/13	8100.00	
PFL	2011/09/12	7700.00	
PFL	2011/09/09	7300.00	
PFL	2011/09/08	7300.00	
PFL	2011/09/07	7400.00	
PFL	2011/09/06	7000.00	
PFL	2011/09/05	7300.00	
PFL	2011/09/01	7600.00	
PFL	2011/08/31	7100.00	
PFL	2011/08/30	7200.00	
PFL	2011/08/29	7100.00	
PFL	2011/08/26	6900.00	
PFL	2011/08/25	7300.00	
PFL	2011/08/24	7200.00	
PFL	2011/08/23	7200.00	
PFL	2011/08/22	7400.00	
PFL	2011/08/19	7000.00	
PFL	2011/08/18	7200.00	
PFL	2011/08/17	7400.00	
PFL	2011/08/16	7000.00	
PFL	2011/08/15	7000.00	
PFL	2011/08/12	7200.00	
PFL	2011/08/11	7200.00	
PFL	2011/08/10	7000.00	
PFL	2011/08/09	6600.00	
PFL	2011/08/08	6900.00	
PFL	2011/08/05	6800.00	
PFL	2011/08/04	6700.00	
PFL	2011/08/03	6400.00	
PFL	2011/08/02	6500.00	
PFL	2011/08/01	6500.00	
PFL	2011/07/29	7000.00	
PFL	2011/07/28	6900.00	
PFL	2011/07/27	7000.00	
PFL	2011/07/26	7200.00	
PFL	2011/07/25	7200.00	
PFL	2011/07/22	7200.00	
PFL	2011/07/21	7200.00	
PFL	2011/07/20	7300.00	
PFL	2011/07/19	7300.00	
PFL	2011/07/18	7700.00	
PFL	2011/07/15	7300.00	
PFL	2011/07/14	7000.00	
PFL	2011/07/13	7100.00	
PFL	2011/07/12	7000.00	
PFL	2011/07/11	6900.00	
PFL	2011/07/08	7000.00	
PFL	2011/07/07	7000.00	
PFL	2011/07/06	7200.00	
PFL	2011/07/05	7400.00	
PFL	2011/07/04	7200.00	
PFL	2011/07/01	7100.00	
PFL	2011/06/30	7500.00	
PFL	2011/06/29	7900.00	
PFL	2011/06/28	7700.00	
PFL	2011/06/27	8000.00	
PFL	2011/06/24	8000.00	
PFL	2011/06/23	7900.00	
PFL	2011/06/22	8100.00	
PFL	2011/06/21	8200.00	
PFL	2011/06/20	8000.00	
PFL	2011/06/17	8000.00	
PFL	2011/06/16	8700.00	
PFL	2011/06/15	8300.00	
PFL	2011/06/14	8800.00	
PFL	2011/06/13	8400.00	
PFL	2011/06/10	7900.00	
PFL	2011/06/09	7500.00	
PFL	2011/06/08	7200.00	
PFL	2011/06/07	6900.00	
PFL	2011/06/06	6500.00	
PFL	2011/06/03	6700.00	
PFL	2011/06/02	6700.00	
PFL	2011/06/01	6300.00	
PFL	2011/05/31	5900.00	
PFL	2011/05/30	5800.00	
PFL	2011/05/27	5900.00	
PFL	2011/05/26	5900.00	
PFL	2011/05/25	5700.00	
PFL	2011/05/24	6100.00	
PFL	2011/05/23	6500.00	
PFL	2011/05/20	6900.00	
PFL	2011/05/19	7100.00	
PFL	2011/05/18	7200.00	
PFL	2011/05/17	7400.00	
PFL	2011/05/16	7800.00	
PFL	2011/05/13	7900.00	
PFL	2011/05/12	8100.00	
PFL	2011/05/11	8100.00	
PFL	2011/05/10	8300.00	
PFL	2011/05/09	8300.00	
PFL	2011/05/06	7900.00	
PFL	2011/05/05	7800.00	
PFL	2011/05/04	7900.00	
PFL	2011/04/29	7800.00	
PFL	2011/04/28	7800.00	
PFL	2011/04/27	7800.00	
PFL	2011/04/26	7900.00	
PFL	2011/04/25	8200.00	
PFL	2011/04/22	7800.00	
PFL	2011/04/21	8000.00	
PFL	2011/04/20	8000.00	
PFL	2011/04/19	8100.00	
PFL	2011/04/18	8300.00	
PFL	2011/04/15	8600.00	
PFL	2011/04/14	8900.00	
PFL	2011/04/13	8800.00	
PFL	2011/04/08	8900.00	
PFL	2011/04/07	9000.00	
PFL	2011/04/06	9200.00	
PFL	2011/04/05	9100.00	
PFL	2011/04/04	9100.00	
PFL	2011/04/01	8800.00	
PFL	2011/03/31	8900.00	
PFL	2011/03/30	9100.00	
PFL	2011/03/29	9200.00	
PFL	2011/03/28	9300.00	
PFL	2011/03/25	9400.00	
PFL	2011/03/24	9500.00	
PFL	2011/03/23	9800.00	
PFL	2011/03/22	9400.00	
PFL	2011/03/21	10100.00	
PFL	2011/03/18	9800.00	
PFL	2011/03/17	9200.00	
PFL	2011/03/16	9200.00	
PFL	2011/03/15	9200.00	
PFL	2011/03/14	9200.00	
PFL	2011/03/11	9800.00	
PFL	2011/03/10	9200.00	
PFL	2011/03/09	8500.00	
PFL	2011/03/08	9000.00	
PFL	2011/03/07	9200.00	
PFL	2011/03/04	9400.00	
PFL	2011/03/03	9100.00	
PFL	2011/03/02	9500.00	
PFL	2011/03/01	10100.00	
PFL	2011/02/28	10200.00	
PFL	2011/02/25	10700.00	
PFL	2011/02/24	10300.00	
PFL	2011/02/23	10700.00	
PFL	2011/02/22	10200.00	
PFL	2011/02/21	10200.00	
PFL	2011/02/18	11200.00	
PFL	2011/02/17	11400.00	
PFL	2011/02/16	11900.00	
PFL	2011/02/15	12100.00	
PFL	2011/02/14	12300.00	
PFL	2011/02/11	12300.00	
PFL	2011/02/10	12400.00	
PFL	2011/02/09	12700.00	
PFL	2011/02/08	12200.00	
PFL	2011/01/28	12100.00	
PFL	2011/01/27	12200.00	
PFL	2011/01/26	12000.00	
PFL	2011/01/25	11800.00	
PFL	2011/01/24	12000.00	
PFL	2011/01/21	12500.00	
PFL	2011/01/20	12400.00	
PFL	2011/01/19	12300.00	
PFL	2011/01/18	12500.00	
PFL	2011/01/17	12600.00	
PFL	2011/01/14	12500.00	
PFL	2011/01/13	12500.00	
PFL	2011/01/12	12200.00	
PFL	2011/01/11	12000.00	
PFL	2011/01/10	12500.00	
PFL	2011/01/07	13200.00	
PFL	2011/01/06	13200.00	
PFL	2011/01/05	13300.00	
PFL	2011/01/04	13600.00	
PFL	2010/12/31	13700.00	
PFL	2010/12/30	13700.00	
PFL	2010/12/29	14000.00	
PFL	2010/12/28	14400.00	
PFL	2010/12/27	13800.00	
PFL	2010/12/24	13900.00	
