SOURCE	CODE_SRC	CODE_DWL	MARKET	LANGUAGE	INFORMATION	CODE_INFO	LOCAL	FORMAT	EXAMPLE	URL	LEVEL	LEFT	RIGHT	LEFT2	RIGHT2	PROTECT	TIME	STARTROW	DEL_BLLEF	DEL_BLRGT	DEL_FDLEFT	DEL_FDRGT	OUTPUT	STARTDATES	ENDDATES	DEL_DTLEF	DEL_DTRGT	INPUT	DELIMITOR	MULTIPAGES	LIST	BODY	META_FOLDER	PARAM	VFPGETPOST	PHPCHK	VFPCHK	DURATION
EXCHANGE	EXC	EXCPRHSXHH	HSX	VN	PRICES	PRICES				file:///LOCAL/IFRCDATA/DOWNLOADS/VNDB/HTM/PRICES/EXC/HSX/HSX_<<_yyyymmdd>>.htm	2	Mã CK</span>	<div id="ctl00_mainContent_Live3Price1_NEW_RadAjaxManager1">	7pt">(ngàn vnd)</span>		0	HISTODAY	1	<table border="0"	</table>	<td	</td>	PRICES	20101231	20121107	name="ctl00$mainContent$Live3Price1_NEW$wdcDate$dateInput_TextBox" type="text" value="	CHR(34)	HTM	VN			Y						
EXCHANGE	EXC	EXCPRHNXHH	HNX	VN	PRICES	PRICES				file:///LOCAL/IFRCDATA/DOWNLOADS/VNDB/HTM/PRICES/EXC/HNX/HNX_<<date_yyyymmdd>>.htm	1	STT</td>	</table>			0	HISTODAY	1	<tr>	</tr>	<td	</td>	PRICES	20050501	20121004	name="txtDate" value="	CHR(34)	HTM				Y						
EXCHANGE	EXC	EXCPRUPCHH	UPC	VN	PRICES	PRICES				file:///LOCAL/IFRCDATA/DOWNLOADS/VNDB/HTM/PRICES/EXC/UPC/UPC_<<date_yyyymmdd>>.htm		STT</td><td >Mã CK</td><td	</table>			0	HISTODAY	1	<tr	</tr>	<td	</td>	PRICES	20090601	20121004	name="txtDate" value="	CHR(34)	HTM				Y						
EXCHANGE	EXC	EXCPRHSXTW	HSX	VN	PRICES	PRICES	Giá hằng ngày			http://www.hsx.vn/hsx/Modules/Giaodich/Live3Price.aspx	1	<table id="ctl00_mainContent_Live3Price1_NEW_DataList1"	<div id="ctl00_mainContent_Live3Price1_NEW_RadAjaxManager1">			0	TODAY	2	<table border="0"	</table>	<td	</td>	PRICES			$dateInput_TextBox" type="text" value="	CHR(34)	WEB	VN			Y						
EXCHANGE	EXC	EXCPRHNXTW	HNX	VN	PRICES	PRICES	Giá hằng ngày			http://www.hnx.vn/web/guest/ket-qua	1	iTotalRecords	]}			1	TODAY	1	<a 	]			PRICES	20050501				WEB	VN	4		Y			POST			
EXCHANGE	EXC	EXCPRUPCTW	UPC	VN	PRICES	PRICES	Giá hằng ngày			http://www.hnx.vn/web/guest/128	1	iTotalRecords	]}			1	TODAY	1	<a 	]			PRICES	20090601				WEB	VN	2		Y			POST			
FPTS	FPT	FPTPRHSXHW	HSX	VN	PRICES	PRICES	Giá quá khứ			http://priceboard.fpts.com.vn/user/stock/lich-su/?a=1&c=1&s=&t=2&d=<<date_dd/mm/yyyy>>&p=<<page>>	1	<table id="FPTSQuote" class="ctq" style=	</table>	<tr	</tr>	0	HISTODAY	1	<tr	</tr>	<td	</td>	PRICES			name="txtDate" readonly value="	CHR(34)	WEB		3		Y						
FPTS	FPT	FPTPRHNXHW	HNX	VN	PRICES	PRICES	Gia qua khu			http://priceboard.fpts.com.vn/user/stock/lich-su/?a=1&c=2&s=&t=2&d=<<date_dd/mm/yyyy>>&p=<<page>>	1	<table id="FPTSQuote" class="ctq" style=	</table>	<tr	</tr>	0	HISTODAY	1	<tr	</tr>	<td	</td>	PRICES			name="txtDate" readonly value="	CHR(34)	WEB		3		Y						
FPTS	FPT	FPTPRUPCHW	UPC	VN	PRICES	PRICES	Gia qua khu			http://priceboard.fpts.com.vn/user/stock/lich-su/?a=1&c=4&s=&t=2&d=<<date_dd/mm/yyyy>>&p=<<page>>	1	<table id="FPTSQuote" class="ctq" style=	</table>	<tr	</tr>	0	HISTODAY	1	<tr	</tr>	<td	</td>	PRICES			name="txtDate" readonly value="	CHR(34)	WEB		3		Y						
FPTS	FPT	FPTPRHSXTW	HSX	VN	PRICES	PRICES	Giá hằng ngày			http://priceboard.fpts.com.vn/user/stock/lich-su/?a=1&c=1	1	T&#7893;ng c&#7897;ng</TD>	</table>	<tr	</tr>	0	TODAY	1	<tr	</tr>	<td	</td>	PRICES			 name="txtDate" readonly value="	CHR(34)	WEB				Y						
FPTS	FPT	FPTPRHNXTW	HNX	VN	PRICES	PRICES	Giá hằng ngày			http://priceboard.fpts.com.vn/user/stock/lich-su/?a=1&c=2	1	T&#7893;ng c&#7897;ng</TD>	</table>	<tr	</tr>	0	TODAY	1	<tr	</tr>	<td	</td>	PRICES			 name="txtDate" readonly value="	CHR(34)	WEB				Y						
FPTS	FPT	FPTPRUPCTW	UPC	VN	PRICES	PRICES	Giá hằng ngày			http://priceboard.fpts.com.vn/user/stock/lich-su/?a=1&c=4	1	T&#7893;ng c&#7897;ng</TD>	</table>	<tr	</tr>	0	TODAY	1	<tr	</tr>	<td	</td>	PRICES			 name="txtDate" readonly value="	CHR(34)	WEB				Y						
HSC	HSC	HSCPRHSXTW	HSX	VN	PRICES	PRICES	Giá hằng ngày			http://www.hsc.com.vn/hscportal/resultTrade.do?marketCode=HOSE						0	TODAY						PRICES					WEB										
