TICKER	DATES	TIMES	STK_LAST
HBB	2012/09/13	12:00:00	0
S64	2012/09/13	12:00:00	0
SSS	2012/09/13	12:00:00	0
ABI	2012/09/13	12:00:00	4700
ACE	2012/09/13	12:00:00	12700
ADP	2012/09/13	12:00:00	8900
BMJ	2012/09/13	12:00:00	5500
BTC	2012/09/13	12:00:00	18000
BTG	2012/09/13	12:00:00	12000
BTW	2012/09/13	12:00:00	11100
BVN	2012/09/13	12:00:00	10300
BWA	2012/09/13	12:00:00	29900
BXD	2012/09/13	12:00:00	10000
C32	2012/09/13	12:00:00	2800
CFC	2012/09/13	12:00:00	5800
CHP	2012/09/13	12:00:00	6300
CI5	2012/09/13	12:00:00	0
CLS	2012/09/13	12:00:00	3000
CT3	2012/09/13	12:00:00	3700
CZC	2012/09/13	12:00:00	4500
D26	2012/09/13	12:00:00	3600
DAP	2012/09/13	12:00:00	12400
DBF	2012/09/13	12:00:00	16200
DBM	2012/09/13	12:00:00	20800
DDN	2012/09/13	12:00:00	14300
DGT	2012/09/13	12:00:00	11700
DLC	2012/09/13	12:00:00	7500
DLD	2012/09/13	12:00:00	0
DNF	2012/09/13	12:00:00	3000
DNL	2012/09/13	12:00:00	0
DNS	2012/09/13	12:00:00	3700
DNT	2012/09/13	12:00:00	14600
DPP	2012/09/13	12:00:00	6700
DTV	2012/09/13	12:00:00	4300
DVH	2012/09/13	12:00:00	5100
DXL	2012/09/13	12:00:00	3300
FBA	2012/09/13	12:00:00	32500
GDW	2012/09/13	12:00:00	18900
GER	2012/09/13	12:00:00	2500
GHC	2012/09/13	12:00:00	21000
GTH	2012/09/13	12:00:00	5200
H11	2012/09/13	12:00:00	2500
HCI	2012/09/13	12:00:00	43500
HDM	2012/09/13	12:00:00	10200
HFC	2012/09/13	12:00:00	12000
HFX	2012/09/13	12:00:00	2700
HIG	2012/09/13	12:00:00	3600
HPL	2012/09/13	12:00:00	12400
HPP	2012/09/13	12:00:00	24900
HPT	2012/09/13	12:00:00	9700
I40	2012/09/13	12:00:00	7000
ICI	2012/09/13	12:00:00	4800
IHK	2012/09/13	12:00:00	3000
IME	2012/09/13	12:00:00	10200
IN4	2012/09/13	12:00:00	14300
JSC	2012/09/13	12:00:00	9300
KBE	2012/09/13	12:00:00	9000
KCE	2012/09/13	12:00:00	10000
KSC	2012/09/13	12:00:00	3300
LCC	2012/09/13	12:00:00	2000
LKW	2012/09/13	12:00:00	0
MAS	2012/09/13	12:00:00	9100
MDF	2012/09/13	12:00:00	3400
MEF	2012/09/13	12:00:00	3700
MTC	2012/09/13	12:00:00	0
MTH	2012/09/13	12:00:00	10000
MTP	2012/09/13	12:00:00	20000
NBW	2012/09/13	12:00:00	31400
ND2	2012/09/13	12:00:00	3000
NDC	2012/09/13	12:00:00	2700
NHN	2012/09/13	12:00:00	51000
NNT	2012/09/13	12:00:00	0
NOS	2012/09/13	12:00:00	2500
NSP	2012/09/13	12:00:00	5500
NT2	2012/09/13	12:00:00	4600
NTW	2012/09/13	12:00:00	10100
PEC	2012/09/13	12:00:00	18000
PFV	2012/09/13	12:00:00	37500
PJS	2012/09/13	12:00:00	8800
PMT	2012/09/13	12:00:00	16900
POV	2012/09/13	12:00:00	5900
PSB	2012/09/13	12:00:00	3000
PSL	2012/09/13	12:00:00	12000
PSP	2012/09/13	12:00:00	5300
PTD	2012/09/13	12:00:00	5900
PTG	2012/09/13	12:00:00	4900
PTH	2012/09/13	12:00:00	1300
PTP	2012/09/13	12:00:00	6300
PTT	2012/09/13	12:00:00	1800
PX1	2012/09/13	12:00:00	9000
REM	2012/09/13	12:00:00	2600
S33	2012/09/13	12:00:00	19500
SCO	2012/09/13	12:00:00	7300
SDI	2012/09/13	12:00:00	38000
SDK	2012/09/13	12:00:00	11000
SDV	2012/09/13	12:00:00	7400
SGS	2012/09/13	12:00:00	5300
SHP	2012/09/13	12:00:00	5000
SHV	2012/09/13	12:00:00	18900
SMB	2012/09/13	12:00:00	7000
SPC	2012/09/13	12:00:00	33700
SPD	2012/09/13	12:00:00	10000
SSF	2012/09/13	12:00:00	2800
STS	2012/09/13	12:00:00	3300
STU	2012/09/13	12:00:00	10500
STV	2012/09/13	12:00:00	3700
SWC	2012/09/13	12:00:00	3700
TBT	2012/09/13	12:00:00	8000
TDS	2012/09/13	12:00:00	17000
TGP	2012/09/13	12:00:00	2200
TIS	2012/09/13	12:00:00	4500
TMW	2012/09/13	12:00:00	3500
TNB	2012/09/13	12:00:00	4300
TNM	2012/09/13	12:00:00	3600
TNY	2012/09/13	12:00:00	40000
TTG	2012/09/13	12:00:00	2700
TTR	2012/09/13	12:00:00	7000
TVG	2012/09/13	12:00:00	2300
UDJ	2012/09/13	12:00:00	6500
VCA	2012/09/13	12:00:00	8800
VCT	2012/09/13	12:00:00	9000
VDN	2012/09/13	12:00:00	11500
VDT	2012/09/13	12:00:00	3900
VHF	2012/09/13	12:00:00	12300
VIR	2012/09/13	12:00:00	11000
VKD	2012/09/13	12:00:00	5000
VNX	2012/09/13	12:00:00	3900
VQC	2012/09/13	12:00:00	19000
VSP	2012/09/13	12:00:00	1900
VT1	2012/09/13	12:00:00	12500
VTA	2012/09/13	12:00:00	1600
VTI	2012/09/13	12:00:00	2500
WSB	2012/09/13	12:00:00	18200
WTC	2012/09/13	12:00:00	5600
