CODE	NAME	PROVIDER	PLACE	TYPE	SUB_TYPE
VNXASMDTRUSD	IFRC VNX ALL-SHARE MID TR (USD)	IFRCRESEARCH	Vietnam	EQUITY	Size
VNXASOGPREUR	IFRC VNX ALL-SHARE OIL & GAS (EUR)	IFRCRESEARCH	Vietnam	EQUITY	Sector
VNXASOGPRJPY	IFRC VNX ALL-SHARE OIL & GAS (JPY)	IFRCRESEARCH	Vietnam	EQUITY	Sector
VNXASOGPRUSD	IFRC VNX ALL-SHARE OIL & GAS (USD)	IFRCRESEARCH	Vietnam	EQUITY	Sector
VNXASOGEPREUR	IFRC VNX ALL-SHARE OIL & GAS EW (EUR)	IFRCRESEARCH	Vietnam	EQUITY	Sector
VNXASOGEPRJPY	IFRC VNX ALL-SHARE OIL & GAS EW (JPY)	IFRCRESEARCH	Vietnam	EQUITY	Sector
VNXASOGEPRUSD	IFRC VNX ALL-SHARE OIL & GAS EW (USD)	IFRCRESEARCH	Vietnam	EQUITY	Sector
VNXASOGETREUR	IFRC VNX ALL-SHARE OIL & GAS EW TR (EUR)	IFRCRESEARCH	Vietnam	EQUITY	Sector
VNXASOGETRJPY	IFRC VNX ALL-SHARE OIL & GAS EW TR (JPY)	IFRCRESEARCH	Vietnam	EQUITY	Sector
VNXASOGETRUSD	IFRC VNX ALL-SHARE OIL & GAS EW TR (USD)	IFRCRESEARCH	Vietnam	EQUITY	Sector
VNXASOGTREUR	IFRC VNX ALL-SHARE OIL & GAS TR (EUR)	IFRCRESEARCH	Vietnam	EQUITY	Sector
VNXASOGTRJPY	IFRC VNX ALL-SHARE OIL & GAS TR (JPY)	IFRCRESEARCH	Vietnam	EQUITY	Sector
VNXASOGTRUSD	IFRC VNX ALL-SHARE OIL & GAS TR (USD)	IFRCRESEARCH	Vietnam	EQUITY	Sector
VNXASSMPREUR	IFRC VNX ALL-SHARE SMALL (EUR)	IFRCRESEARCH	Vietnam	EQUITY	Size
VNXASSMPRJPY	IFRC VNX ALL-SHARE SMALL (JPY)	IFRCRESEARCH	Vietnam	EQUITY	Size
VNXASSMPRUSD	IFRC VNX ALL-SHARE SMALL (USD)	IFRCRESEARCH	Vietnam	EQUITY	Size
VNXASSMEPREUR	IFRC VNX ALL-SHARE SMALL EW (EUR)	IFRCRESEARCH	Vietnam	EQUITY	Size
VNXASSMEPRJPY	IFRC VNX ALL-SHARE SMALL EW (JPY)	IFRCRESEARCH	Vietnam	EQUITY	Size
VNXASSMEPRUSD	IFRC VNX ALL-SHARE SMALL EW (USD)	IFRCRESEARCH	Vietnam	EQUITY	Size
VNXASSMETREUR	IFRC VNX ALL-SHARE SMALL EW TR (EUR)	IFRCRESEARCH	Vietnam	EQUITY	Size
VNXASSMETRJPY	IFRC VNX ALL-SHARE SMALL EW TR (JPY)	IFRCRESEARCH	Vietnam	EQUITY	Size
VNXASSMETRUSD	IFRC VNX ALL-SHARE SMALL EW TR (USD)	IFRCRESEARCH	Vietnam	EQUITY	Size
VNXASSMTREUR	IFRC VNX ALL-SHARE SMALL TR (EUR)	IFRCRESEARCH	Vietnam	EQUITY	Size
VNXASSMTRJPY	IFRC VNX ALL-SHARE SMALL TR (JPY)	IFRCRESEARCH	Vietnam	EQUITY	Size
VNXASSMTRUSD	IFRC VNX ALL-SHARE SMALL TR (USD)	IFRCRESEARCH	Vietnam	EQUITY	Size
VNXASTEPREUR	IFRC VNX ALL-SHARE TECHNOLOGY (EUR)	IFRCRESEARCH	Vietnam	EQUITY	Sector
VNXASTEPRJPY	IFRC VNX ALL-SHARE TECHNOLOGY (JPY)	IFRCRESEARCH	Vietnam	EQUITY	Sector
VNXASTEPRUSD	IFRC VNX ALL-SHARE TECHNOLOGY (USD)	IFRCRESEARCH	Vietnam	EQUITY	Sector
VNXASTEEPREUR	IFRC VNX ALL-SHARE TECHNOLOGY EW (EUR)	IFRCRESEARCH	Vietnam	EQUITY	Sector
VNXASTEEPRJPY	IFRC VNX ALL-SHARE TECHNOLOGY EW (JPY)	IFRCRESEARCH	Vietnam	EQUITY	Sector
VNXASTEEPRUSD	IFRC VNX ALL-SHARE TECHNOLOGY EW (USD)	IFRCRESEARCH	Vietnam	EQUITY	Sector
VNXASTEETREUR	IFRC VNX ALL-SHARE TECHNOLOGY EW TR (EUR)	IFRCRESEARCH	Vietnam	EQUITY	Sector
VNXASTEETRJPY	IFRC VNX ALL-SHARE TECHNOLOGY EW TR (JPY)	IFRCRESEARCH	Vietnam	EQUITY	Sector
VNXASTEETRUSD	IFRC VNX ALL-SHARE TECHNOLOGY EW TR (USD)	IFRCRESEARCH	Vietnam	EQUITY	Sector
VNXASTETREUR	IFRC VNX ALL-SHARE TECHNOLOGY TR (EUR)	IFRCRESEARCH	Vietnam	EQUITY	Sector
VNXASTETRJPY	IFRC VNX ALL-SHARE TECHNOLOGY TR (JPY)	IFRCRESEARCH	Vietnam	EQUITY	Sector
VNXASTETRUSD	IFRC VNX ALL-SHARE TECHNOLOGY TR (USD)	IFRCRESEARCH	Vietnam	EQUITY	Sector
VNXASTREUR	IFRC VNX ALL-SHARE TR (EUR)	IFRCRESEARCH	Vietnam	EQUITY	Benchmark
VNXASTRJPY	IFRC VNX ALL-SHARE TR (JPY)	IFRCRESEARCH	Vietnam	EQUITY	Benchmark
VNXASTRUSD	IFRC VNX ALL-SHARE TR (USD)	IFRCRESEARCH	Vietnam	EQUITY	Benchmark
VNXASUTPREUR	IFRC VNX ALL-SHARE UTILITIES (EUR)	IFRCRESEARCH	Vietnam	EQUITY	Sector
VNXASUTPRJPY	IFRC VNX ALL-SHARE UTILITIES (JPY)	IFRCRESEARCH	Vietnam	EQUITY	Sector
VNXASUTPRUSD	IFRC VNX ALL-SHARE UTILITIES (USD)	IFRCRESEARCH	Vietnam	EQUITY	Sector
VNXASUTEPREUR	IFRC VNX ALL-SHARE UTILITIES EW (EUR)	IFRCRESEARCH	Vietnam	EQUITY	Sector
VNXASUTEPRJPY	IFRC VNX ALL-SHARE UTILITIES EW (JPY)	IFRCRESEARCH	Vietnam	EQUITY	Sector
VNXASUTEPRUSD	IFRC VNX ALL-SHARE UTILITIES EW (USD)	IFRCRESEARCH	Vietnam	EQUITY	Sector
VNXASUTETREUR	IFRC VNX ALL-SHARE UTILITIES EW TR (EUR)	IFRCRESEARCH	Vietnam	EQUITY	Sector
VNXASUTETRJPY	IFRC VNX ALL-SHARE UTILITIES EW TR (JPY)	IFRCRESEARCH	Vietnam	EQUITY	Sector
VNXASUTETRUSD	IFRC VNX ALL-SHARE UTILITIES EW TR (USD)	IFRCRESEARCH	Vietnam	EQUITY	Sector
VNXASUTTREUR	IFRC VNX ALL-SHARE UTILITIES TR (EUR)	IFRCRESEARCH	Vietnam	EQUITY	Sector
VNXASUTTRJPY	IFRC VNX ALL-SHARE UTILITIES TR (JPY)	IFRCRESEARCH	Vietnam	EQUITY	Sector
VNXASUTTRUSD	IFRC VNX ALL-SHARE UTILITIES TR (USD)	IFRCRESEARCH	Vietnam	EQUITY	Sector
VNXGLPRVND	IFRC VNX GENERAL (VND)	IFRCRESEARCH	Vietnam	EQUITY	Benchmark
VNXGLPREUR	IFRC VNX GENERAL (EUR)	IFRCRESEARCH	Vietnam	EQUITY	Benchmark
VNXGLPRJPY	IFRC VNX GENERAL (JPY)	IFRCRESEARCH	Vietnam	EQUITY	Benchmark
VNXGLPRUSD	IFRC VNX GENERAL (USD)	IFRCRESEARCH	Vietnam	EQUITY	Benchmark
VNXGLTRVND	IFRC VNX GENERAL TR (VND)	IFRCRESEARCH	Vietnam	EQUITY	Benchmark
VNXGLTREUR	IFRC VNX GENERAL TR (EUR)	IFRCRESEARCH	Vietnam	EQUITY	Benchmark
VNXGLTRJPY	IFRC VNX GENERAL TR (JPY)	IFRCRESEARCH	Vietnam	EQUITY	Benchmark
VNXGLTRUSD	IFRC VNX GENERAL TR (USD)	IFRCRESEARCH	Vietnam	EQUITY	Benchmark
VNXGLEPRVND	IFRC VNX GENERAL EW (VND)	IFRCRESEARCH	Vietnam	EQUITY	Benchmark
VNXGLEPREUR	IFRC VNX GENERAL EW (EUR)	IFRCRESEARCH	Vietnam	EQUITY	Benchmark
VNXGLEPRJPY	IFRC VNX GENERAL EW (JPY)	IFRCRESEARCH	Vietnam	EQUITY	Benchmark
VNXGLEPRUSD	IFRC VNX GENERAL EW (USD)	IFRCRESEARCH	Vietnam	EQUITY	Benchmark
VNXGLETRVND	IFRC VNX GENERAL EW TR (VND)	IFRCRESEARCH	Vietnam	EQUITY	Benchmark
VNXGLETREUR	IFRC VNX GENERAL EW TR (EUR)	IFRCRESEARCH	Vietnam	EQUITY	Benchmark
VNXGLETRJPY	IFRC VNX GENERAL EW TR (JPY)	IFRCRESEARCH	Vietnam	EQUITY	Benchmark
VNXGLETRUSD	IFRC VNX GENERAL EW TR (USD)	IFRCRESEARCH	Vietnam	EQUITY	Benchmark
VNXASCHPRVND	IFRC VNX ALL-SHARE CHEMICALS (VND)	IFRCRESEARCH	Vietnam	EQUITY	Sub sector
VNXASCHPREUR	IFRC VNX ALL-SHARE CHEMICALS (EUR)	IFRCRESEARCH	Vietnam	EQUITY	Sub sector
VNXASCHPRJPY	IFRC VNX ALL-SHARE CHEMICALS (JPY)	IFRCRESEARCH	Vietnam	EQUITY	Sub sector
VNXASCHPRUSD	IFRC VNX ALL-SHARE CHEMICALS (USD)	IFRCRESEARCH	Vietnam	EQUITY	Sub sector
VNXASCHTRVND	IFRC VNX ALL-SHARE CHEMICALS TR (VND)	IFRCRESEARCH	Vietnam	EQUITY	Sub sector
VNXASCHTREUR	IFRC VNX ALL-SHARE CHEMICALS TR (EUR)	IFRCRESEARCH	Vietnam	EQUITY	Sub sector
VNXASCHTRJPY	IFRC VNX ALL-SHARE CHEMICALS TR (JPY)	IFRCRESEARCH	Vietnam	EQUITY	Sub sector
VNXASCHTRUSD	IFRC VNX ALL-SHARE CHEMICALS TR (USD)	IFRCRESEARCH	Vietnam	EQUITY	Sub sector
VNXASCHEPRVND	IFRC VNX ALL-SHARE CHEMICALS EW (VND)	IFRCRESEARCH	Vietnam	EQUITY	Sub sector
VNXASCHEPREUR	IFRC VNX ALL-SHARE CHEMICALS EW (EUR)	IFRCRESEARCH	Vietnam	EQUITY	Sub sector
VNXASCHEPRJPY	IFRC VNX ALL-SHARE CHEMICALS EW (JPY)	IFRCRESEARCH	Vietnam	EQUITY	Sub sector
VNXASCHEPRUSD	IFRC VNX ALL-SHARE CHEMICALS EW (USD)	IFRCRESEARCH	Vietnam	EQUITY	Sub sector
VNXASCHETRVND	IFRC VNX ALL-SHARE CHEMICALS EW TR(VND)	IFRCRESEARCH	Vietnam	EQUITY	Sub sector
VNXASCHETREUR	IFRC VNX ALL-SHARE CHEMICALS EW TR(EUR)	IFRCRESEARCH	Vietnam	EQUITY	Sub sector
VNXASCHETRJPY	IFRC VNX ALL-SHARE CHEMICALS EW TR(JPY)	IFRCRESEARCH	Vietnam	EQUITY	Sub sector
VNXASCHETRUSD	IFRC VNX ALL-SHARE CHEMICALS EW TR(USD)	IFRCRESEARCH	Vietnam	EQUITY	Sub sector
VNXASBRPRVND	IFRC VNX ALL-SHARE BASIC RESOURCES (VND)	IFRCRESEARCH	Vietnam	EQUITY	Sub sector
VNXASBRPREUR	IFRC VNX ALL-SHARE BASIC RESOURCES (EUR)	IFRCRESEARCH	Vietnam	EQUITY	Sub sector
VNXASBRPRJPY	IFRC VNX ALL-SHARE BASIC RESOURCES (JPY)	IFRCRESEARCH	Vietnam	EQUITY	Sub sector
VNXASBRPRUSD	IFRC VNX ALL-SHARE BASIC RESOURCES (USD)	IFRCRESEARCH	Vietnam	EQUITY	Sub sector
VNXASBRTRVND	IFRC VNX ALL-SHARE BASIC RESOURCES TR (VND)	IFRCRESEARCH	Vietnam	EQUITY	Sub sector
VNXASBRTREUR	IFRC VNX ALL-SHARE BASIC RESOURCES TR (EUR)	IFRCRESEARCH	Vietnam	EQUITY	Sub sector
VNXASBRTRJPY	IFRC VNX ALL-SHARE BASIC RESOURCES TR (JPY)	IFRCRESEARCH	Vietnam	EQUITY	Sub sector
VNXASBRTRUSD	IFRC VNX ALL-SHARE BASIC RESOURCES TR (USD)	IFRCRESEARCH	Vietnam	EQUITY	Sub sector
VNXASBREPRVND	IFRC VNX ALL-SHARE BASIC RESOURCES EW (VND)	IFRCRESEARCH	Vietnam	EQUITY	Sub sector
VNXASBREPREUR	IFRC VNX ALL-SHARE BASIC RESOURCES EW (EUR)	IFRCRESEARCH	Vietnam	EQUITY	Sub sector
VNXASBREPRJPY	IFRC VNX ALL-SHARE BASIC RESOURCES EW (JPY)	IFRCRESEARCH	Vietnam	EQUITY	Sub sector
VNXASBREPRUSD	IFRC VNX ALL-SHARE BASIC RESOURCES EW (USD)	IFRCRESEARCH	Vietnam	EQUITY	Sub sector
VNXASBRETRVND	IFRC VNX ALL-SHARE BASIC RESOURCES EW TR(VND)	IFRCRESEARCH	Vietnam	EQUITY	Sub sector
VNXASBRETREUR	IFRC VNX ALL-SHARE BASIC RESOURCES EW TR(EUR)	IFRCRESEARCH	Vietnam	EQUITY	Sub sector
VNXASBRETRJPY	IFRC VNX ALL-SHARE BASIC RESOURCES EW TR(JPY)	IFRCRESEARCH	Vietnam	EQUITY	Sub sector
VNXASBRETRUSD	IFRC VNX ALL-SHARE BASIC RESOURCES EW TR(USD)	IFRCRESEARCH	Vietnam	EQUITY	Sub sector
VNXASCMPRVND	IFRC VNX ALL-SHARE CONSTRUCTION & MATERIALS (VND)	IFRCRESEARCH	Vietnam	EQUITY	Sub sector
VNXASCMPREUR	IFRC VNX ALL-SHARE CONSTRUCTION & MATERIALS (EUR)	IFRCRESEARCH	Vietnam	EQUITY	Sub sector
VNXASCMPRJPY	IFRC VNX ALL-SHARE CONSTRUCTION & MATERIALS (JPY)	IFRCRESEARCH	Vietnam	EQUITY	Sub sector
VNXASCMPRUSD	IFRC VNX ALL-SHARE CONSTRUCTION & MATERIALS (USD)	IFRCRESEARCH	Vietnam	EQUITY	Sub sector
VNXASCMTRVND	IFRC VNX ALL-SHARE CONSTRUCTION & MATERIALS TR (VND)	IFRCRESEARCH	Vietnam	EQUITY	Sub sector
VNXASCMTREUR	IFRC VNX ALL-SHARE CONSTRUCTION & MATERIALS TR (EUR)	IFRCRESEARCH	Vietnam	EQUITY	Sub sector
VNXASCMTRJPY	IFRC VNX ALL-SHARE CONSTRUCTION & MATERIALS TR (JPY)	IFRCRESEARCH	Vietnam	EQUITY	Sub sector
VNXASCMTRUSD	IFRC VNX ALL-SHARE CONSTRUCTION & MATERIALS TR (USD)	IFRCRESEARCH	Vietnam	EQUITY	Sub sector
VNXASCMEPRVND	IFRC VNX ALL-SHARE CONSTRUCTION & MATERIALS EW (VND)	IFRCRESEARCH	Vietnam	EQUITY	Sub sector
VNXASCMEPREUR	IFRC VNX ALL-SHARE CONSTRUCTION & MATERIALS EW (EUR)	IFRCRESEARCH	Vietnam	EQUITY	Sub sector
VNXASCMEPRJPY	IFRC VNX ALL-SHARE CONSTRUCTION & MATERIALS EW (JPY)	IFRCRESEARCH	Vietnam	EQUITY	Sub sector
VNXASCMEPRUSD	IFRC VNX ALL-SHARE CONSTRUCTION & MATERIALS EW (USD)	IFRCRESEARCH	Vietnam	EQUITY	Sub sector
VNXASCMETRVND	IFRC VNX ALL-SHARE CONSTRUCTION & MATERIALS EW TR(VND)	IFRCRESEARCH	Vietnam	EQUITY	Sub sector
VNXASCMETREUR	IFRC VNX ALL-SHARE CONSTRUCTION & MATERIALS EW TR(EUR)	IFRCRESEARCH	Vietnam	EQUITY	Sub sector
VNXASCMETRJPY	IFRC VNX ALL-SHARE CONSTRUCTION & MATERIALS EW TR(JPY)	IFRCRESEARCH	Vietnam	EQUITY	Sub sector
VNXASCMETRUSD	IFRC VNX ALL-SHARE CONSTRUCTION & MATERIALS EW TR(USD)	IFRCRESEARCH	Vietnam	EQUITY	Sub sector
VNXASISPRVND	IFRC VNX ALL-SHARE INDUSTRIAL GOODS & SERVICES (VND)	IFRCRESEARCH	Vietnam	EQUITY	Sub sector
VNXASISPREUR	IFRC VNX ALL-SHARE INDUSTRIAL GOODS & SERVICES (EUR)	IFRCRESEARCH	Vietnam	EQUITY	Sub sector
VNXASISPRJPY	IFRC VNX ALL-SHARE INDUSTRIAL GOODS & SERVICES (JPY)	IFRCRESEARCH	Vietnam	EQUITY	Sub sector
VNXASISPRUSD	IFRC VNX ALL-SHARE INDUSTRIAL GOODS & SERVICES (USD)	IFRCRESEARCH	Vietnam	EQUITY	Sub sector
VNXASISTRVND	IFRC VNX ALL-SHARE INDUSTRIAL GOODS & SERVICES TR (VND)	IFRCRESEARCH	Vietnam	EQUITY	Sub sector
VNXASISTREUR	IFRC VNX ALL-SHARE INDUSTRIAL GOODS & SERVICES TR (EUR)	IFRCRESEARCH	Vietnam	EQUITY	Sub sector
VNXASISTRJPY	IFRC VNX ALL-SHARE INDUSTRIAL GOODS & SERVICES TR (JPY)	IFRCRESEARCH	Vietnam	EQUITY	Sub sector
VNXASISTRUSD	IFRC VNX ALL-SHARE INDUSTRIAL GOODS & SERVICES TR (USD)	IFRCRESEARCH	Vietnam	EQUITY	Sub sector
VNXASISEPRVND	IFRC VNX ALL-SHARE INDUSTRIAL GOODS & SERVICES EW (VND)	IFRCRESEARCH	Vietnam	EQUITY	Sub sector
VNXASISEPREUR	IFRC VNX ALL-SHARE INDUSTRIAL GOODS & SERVICES EW (EUR)	IFRCRESEARCH	Vietnam	EQUITY	Sub sector
VNXASISEPRJPY	IFRC VNX ALL-SHARE INDUSTRIAL GOODS & SERVICES EW (JPY)	IFRCRESEARCH	Vietnam	EQUITY	Sub sector
VNXASISEPRUSD	IFRC VNX ALL-SHARE INDUSTRIAL GOODS & SERVICES EW (USD)	IFRCRESEARCH	Vietnam	EQUITY	Sub sector
VNXASISETRVND	IFRC VNX ALL-SHARE INDUSTRIAL GOODS & SERVICES EW TR(VND)	IFRCRESEARCH	Vietnam	EQUITY	Sub sector
VNXASISETREUR	IFRC VNX ALL-SHARE INDUSTRIAL GOODS & SERVICES EW TR(EUR)	IFRCRESEARCH	Vietnam	EQUITY	Sub sector
VNXASISETRJPY	IFRC VNX ALL-SHARE INDUSTRIAL GOODS & SERVICES EW TR(JPY)	IFRCRESEARCH	Vietnam	EQUITY	Sub sector
VNXASISETRUSD	IFRC VNX ALL-SHARE INDUSTRIAL GOODS & SERVICES EW TR(USD)	IFRCRESEARCH	Vietnam	EQUITY	Sub sector
VNXASFBPRVND	IFRC VNX ALL-SHARE FOOD & BEVERAGE (VND)	IFRCRESEARCH	Vietnam	EQUITY	Sub sector
VNXASFBPREUR	IFRC VNX ALL-SHARE FOOD & BEVERAGE (EUR)	IFRCRESEARCH	Vietnam	EQUITY	Sub sector
VNXASFBPRJPY	IFRC VNX ALL-SHARE FOOD & BEVERAGE (JPY)	IFRCRESEARCH	Vietnam	EQUITY	Sub sector
VNXASFBPRUSD	IFRC VNX ALL-SHARE FOOD & BEVERAGE (USD)	IFRCRESEARCH	Vietnam	EQUITY	Sub sector
VNXASFBTRVND	IFRC VNX ALL-SHARE FOOD & BEVERAGE TR (VND)	IFRCRESEARCH	Vietnam	EQUITY	Sub sector
VNXASFBTREUR	IFRC VNX ALL-SHARE FOOD & BEVERAGE TR (EUR)	IFRCRESEARCH	Vietnam	EQUITY	Sub sector
VNXASFBTRJPY	IFRC VNX ALL-SHARE FOOD & BEVERAGE TR (JPY)	IFRCRESEARCH	Vietnam	EQUITY	Sub sector
VNXASFBTRUSD	IFRC VNX ALL-SHARE FOOD & BEVERAGE TR (USD)	IFRCRESEARCH	Vietnam	EQUITY	Sub sector
VNXASFBEPRVND	IFRC VNX ALL-SHARE FOOD & BEVERAGE EW (VND)	IFRCRESEARCH	Vietnam	EQUITY	Sub sector
VNXASFBEPREUR	IFRC VNX ALL-SHARE FOOD & BEVERAGE EW (EUR)	IFRCRESEARCH	Vietnam	EQUITY	Sub sector
VNXASFBEPRJPY	IFRC VNX ALL-SHARE FOOD & BEVERAGE EW (JPY)	IFRCRESEARCH	Vietnam	EQUITY	Sub sector
VNXASFBEPRUSD	IFRC VNX ALL-SHARE FOOD & BEVERAGE EW (USD)	IFRCRESEARCH	Vietnam	EQUITY	Sub sector
VNXASFBETRVND	IFRC VNX ALL-SHARE FOOD & BEVERAGE EW TR(VND)	IFRCRESEARCH	Vietnam	EQUITY	Sub sector
VNXASFBETREUR	IFRC VNX ALL-SHARE FOOD & BEVERAGE EW TR(EUR)	IFRCRESEARCH	Vietnam	EQUITY	Sub sector
VNXASFBETRJPY	IFRC VNX ALL-SHARE FOOD & BEVERAGE EW TR(JPY)	IFRCRESEARCH	Vietnam	EQUITY	Sub sector
VNXASFBETRUSD	IFRC VNX ALL-SHARE FOOD & BEVERAGE EW TR(USD)	IFRCRESEARCH	Vietnam	EQUITY	Sub sector
VNXASPHPRVND	IFRC VNX ALL-SHARE PERSONAL & HOUSEHOLD GOODS (VND)	IFRCRESEARCH	Vietnam	EQUITY	Sub sector
VNXASPHPREUR	IFRC VNX ALL-SHARE PERSONAL & HOUSEHOLD GOODS (EUR)	IFRCRESEARCH	Vietnam	EQUITY	Sub sector
VNXASPHPRJPY	IFRC VNX ALL-SHARE PERSONAL & HOUSEHOLD GOODS (JPY)	IFRCRESEARCH	Vietnam	EQUITY	Sub sector
VNXASPHPRUSD	IFRC VNX ALL-SHARE PERSONAL & HOUSEHOLD GOODS (USD)	IFRCRESEARCH	Vietnam	EQUITY	Sub sector
VNXASPHTRVND	IFRC VNX ALL-SHARE PERSONAL & HOUSEHOLD GOODS TR (VND)	IFRCRESEARCH	Vietnam	EQUITY	Sub sector
VNXASPHTREUR	IFRC VNX ALL-SHARE PERSONAL & HOUSEHOLD GOODS TR (EUR)	IFRCRESEARCH	Vietnam	EQUITY	Sub sector
VNXASPHTRJPY	IFRC VNX ALL-SHARE PERSONAL & HOUSEHOLD GOODS TR (JPY)	IFRCRESEARCH	Vietnam	EQUITY	Sub sector
VNXASPHTRUSD	IFRC VNX ALL-SHARE PERSONAL & HOUSEHOLD GOODS TR (USD)	IFRCRESEARCH	Vietnam	EQUITY	Sub sector
VNXASPHEPRVND	IFRC VNX ALL-SHARE PERSONAL & HOUSEHOLD GOODS EW (VND)	IFRCRESEARCH	Vietnam	EQUITY	Sub sector
VNXASPHEPREUR	IFRC VNX ALL-SHARE PERSONAL & HOUSEHOLD GOODS EW (EUR)	IFRCRESEARCH	Vietnam	EQUITY	Sub sector
VNXASPHEPRJPY	IFRC VNX ALL-SHARE PERSONAL & HOUSEHOLD GOODS EW (JPY)	IFRCRESEARCH	Vietnam	EQUITY	Sub sector
VNXASPHEPRUSD	IFRC VNX ALL-SHARE PERSONAL & HOUSEHOLD GOODS EW (USD)	IFRCRESEARCH	Vietnam	EQUITY	Sub sector
VNXASPHETRVND	IFRC VNX ALL-SHARE PERSONAL & HOUSEHOLD GOODS EW TR(VND)	IFRCRESEARCH	Vietnam	EQUITY	Sub sector
VNXASPHETREUR	IFRC VNX ALL-SHARE PERSONAL & HOUSEHOLD GOODS EW TR(EUR)	IFRCRESEARCH	Vietnam	EQUITY	Sub sector
VNXASPHETRJPY	IFRC VNX ALL-SHARE PERSONAL & HOUSEHOLD GOODS EW TR(JPY)	IFRCRESEARCH	Vietnam	EQUITY	Sub sector
VNXASPHETRUSD	IFRC VNX ALL-SHARE PERSONAL & HOUSEHOLD GOODS EW TR(USD)	IFRCRESEARCH	Vietnam	EQUITY	Sub sector
VNXASRLPRVND	IFRC VNX ALL-SHARE RETAIL (VND)	IFRCRESEARCH	Vietnam	EQUITY	Sub sector
VNXASRLPREUR	IFRC VNX ALL-SHARE RETAIL (EUR)	IFRCRESEARCH	Vietnam	EQUITY	Sub sector
VNXASRLPRJPY	IFRC VNX ALL-SHARE RETAIL (JPY)	IFRCRESEARCH	Vietnam	EQUITY	Sub sector
VNXASRLPRUSD	IFRC VNX ALL-SHARE RETAIL (USD)	IFRCRESEARCH	Vietnam	EQUITY	Sub sector
VNXASRLTRVND	IFRC VNX ALL-SHARE RETAIL TR (VND)	IFRCRESEARCH	Vietnam	EQUITY	Sub sector
VNXASRLTREUR	IFRC VNX ALL-SHARE RETAIL TR (EUR)	IFRCRESEARCH	Vietnam	EQUITY	Sub sector
VNXASRLTRJPY	IFRC VNX ALL-SHARE RETAIL TR (JPY)	IFRCRESEARCH	Vietnam	EQUITY	Sub sector
VNXASRLTRUSD	IFRC VNX ALL-SHARE RETAIL TR (USD)	IFRCRESEARCH	Vietnam	EQUITY	Sub sector
VNXASRLEPRVND	IFRC VNX ALL-SHARE RETAIL EW (VND)	IFRCRESEARCH	Vietnam	EQUITY	Sub sector
VNXASRLEPREUR	IFRC VNX ALL-SHARE RETAIL EW (EUR)	IFRCRESEARCH	Vietnam	EQUITY	Sub sector
VNXASRLEPRJPY	IFRC VNX ALL-SHARE RETAIL EW (JPY)	IFRCRESEARCH	Vietnam	EQUITY	Sub sector
VNXASRLEPRUSD	IFRC VNX ALL-SHARE RETAIL EW (USD)	IFRCRESEARCH	Vietnam	EQUITY	Sub sector
VNXASRLETRVND	IFRC VNX ALL-SHARE RETAIL EW TR(VND)	IFRCRESEARCH	Vietnam	EQUITY	Sub sector
VNXASRLETREUR	IFRC VNX ALL-SHARE RETAIL EW TR(EUR)	IFRCRESEARCH	Vietnam	EQUITY	Sub sector
VNXASRLETRJPY	IFRC VNX ALL-SHARE RETAIL EW TR(JPY)	IFRCRESEARCH	Vietnam	EQUITY	Sub sector
VNXASRLETRUSD	IFRC VNX ALL-SHARE RETAIL EW TR(USD)	IFRCRESEARCH	Vietnam	EQUITY	Sub sector
VNXASMEPRVND	IFRC VNX ALL-SHARE MEDIA (VND)	IFRCRESEARCH	Vietnam	EQUITY	Sub sector
VNXASMEPREUR	IFRC VNX ALL-SHARE MEDIA (EUR)	IFRCRESEARCH	Vietnam	EQUITY	Sub sector
VNXASMEPRJPY	IFRC VNX ALL-SHARE MEDIA (JPY)	IFRCRESEARCH	Vietnam	EQUITY	Sub sector
VNXASMEPRUSD	IFRC VNX ALL-SHARE MEDIA (USD)	IFRCRESEARCH	Vietnam	EQUITY	Sub sector
VNXASMETRVND	IFRC VNX ALL-SHARE MEDIA TR (VND)	IFRCRESEARCH	Vietnam	EQUITY	Sub sector
VNXASMETREUR	IFRC VNX ALL-SHARE MEDIA TR (EUR)	IFRCRESEARCH	Vietnam	EQUITY	Sub sector
VNXASMETRJPY	IFRC VNX ALL-SHARE MEDIA TR (JPY)	IFRCRESEARCH	Vietnam	EQUITY	Sub sector
VNXASMETRUSD	IFRC VNX ALL-SHARE MEDIA TR (USD)	IFRCRESEARCH	Vietnam	EQUITY	Sub sector
VNXASMEEPRVND	IFRC VNX ALL-SHARE MEDIA EW (VND)	IFRCRESEARCH	Vietnam	EQUITY	Sub sector
VNXASMEEPREUR	IFRC VNX ALL-SHARE MEDIA EW (EUR)	IFRCRESEARCH	Vietnam	EQUITY	Sub sector
VNXASMEEPRJPY	IFRC VNX ALL-SHARE MEDIA EW (JPY)	IFRCRESEARCH	Vietnam	EQUITY	Sub sector
VNXASMEEPRUSD	IFRC VNX ALL-SHARE MEDIA EW (USD)	IFRCRESEARCH	Vietnam	EQUITY	Sub sector
VNXASMEETRVND	IFRC VNX ALL-SHARE MEDIA EW TR(VND)	IFRCRESEARCH	Vietnam	EQUITY	Sub sector
VNXASMEETREUR	IFRC VNX ALL-SHARE MEDIA EW TR(EUR)	IFRCRESEARCH	Vietnam	EQUITY	Sub sector
VNXASMEETRJPY	IFRC VNX ALL-SHARE MEDIA EW TR(JPY)	IFRCRESEARCH	Vietnam	EQUITY	Sub sector
