name	code_ctr	indcode	year	value	last_upd
Fertilizer consumption (% of fertilizer production) - Small states	SST	AG.CON.FERT.PT.ZS	2007	22.1127696679228	2013/06/24
Fertilizer consumption (% of fertilizer production) - Small states	SST	AG.CON.FERT.PT.ZS	2008	40.0131111458327	2013/06/24
Fertilizer consumption (% of fertilizer production) - Small states	SST	AG.CON.FERT.PT.ZS	2009	25.2199221382047	2013/06/24
Fertilizer consumption (% of fertilizer production) - Small states	SST	AG.CON.FERT.PT.ZS	2010	43.7186761954422	2013/06/24
Fertilizer consumption (% of fertilizer production) - South Asia	SAS	AG.CON.FERT.PT.ZS	2002	118.141425692104	2013/06/24
Fertilizer consumption (% of fertilizer production) - South Asia	SAS	AG.CON.FERT.PT.ZS	2003	123.53651896791	2013/06/24
Fertilizer consumption (% of fertilizer production) - South Asia	SAS	AG.CON.FERT.PT.ZS	2004	125.241110057276	2013/06/24
Fertilizer consumption (% of fertilizer production) - South Asia	SAS	AG.CON.FERT.PT.ZS	2005	136.234893523589	2013/06/24
Fertilizer consumption (% of fertilizer production) - South Asia	SAS	AG.CON.FERT.PT.ZS	2006	152.860780859919	2013/06/24
Fertilizer consumption (% of fertilizer production) - South Asia	SAS	AG.CON.FERT.PT.ZS	2007	166.238922492112	2013/06/24
Fertilizer consumption (% of fertilizer production) - South Asia	SAS	AG.CON.FERT.PT.ZS	2008	178.734263384086	2013/06/24
Fertilizer consumption (% of fertilizer production) - South Asia	SAS	AG.CON.FERT.PT.ZS	2009	184.074977716989	2013/06/24
Fertilizer consumption (% of fertilizer production) - South Asia	SAS	AG.CON.FERT.PT.ZS	2010	175.897414402471	2013/06/24
Fertilizer consumption (% of fertilizer production) - Sub-Saharan Africa (all income levels)	SSF	AG.CON.FERT.PT.ZS	2002	272.742853281071	2013/06/24
Fertilizer consumption (% of fertilizer production) - Sub-Saharan Africa (all income levels)	SSF	AG.CON.FERT.PT.ZS	2003	228.746888591286	2013/06/24
Fertilizer consumption (% of fertilizer production) - Sub-Saharan Africa (all income levels)	SSF	AG.CON.FERT.PT.ZS	2004	279.377904810764	2013/06/24
Fertilizer consumption (% of fertilizer production) - Sub-Saharan Africa (all income levels)	SSF	AG.CON.FERT.PT.ZS	2005	274.446778046899	2013/06/24
Fertilizer consumption (% of fertilizer production) - Sub-Saharan Africa (all income levels)	SSF	AG.CON.FERT.PT.ZS	2006	604.251376522002	2013/06/24
Fertilizer consumption (% of fertilizer production) - Sub-Saharan Africa (all income levels)	SSF	AG.CON.FERT.PT.ZS	2007	431.662980344952	2013/06/24
Fertilizer consumption (% of fertilizer production) - Sub-Saharan Africa (all income levels)	SSF	AG.CON.FERT.PT.ZS	2008	570.185999488411	2013/06/24
Fertilizer consumption (% of fertilizer production) - Sub-Saharan Africa (all income levels)	SSF	AG.CON.FERT.PT.ZS	2009	420.862594795453	2013/06/24
Fertilizer consumption (% of fertilizer production) - Sub-Saharan Africa (all income levels)	SSF	AG.CON.FERT.PT.ZS	2010	573.087319853567	2013/06/24
Fertilizer consumption (% of fertilizer production) - Sub-Saharan Africa (developing only)	SSA	AG.CON.FERT.PT.ZS	2002	272.742853281071	2013/06/24
Fertilizer consumption (% of fertilizer production) - Sub-Saharan Africa (developing only)	SSA	AG.CON.FERT.PT.ZS	2003	228.746888591286	2013/06/24
Fertilizer consumption (% of fertilizer production) - Sub-Saharan Africa (developing only)	SSA	AG.CON.FERT.PT.ZS	2004	279.377904810764	2013/06/24
Fertilizer consumption (% of fertilizer production) - Sub-Saharan Africa (developing only)	SSA	AG.CON.FERT.PT.ZS	2005	274.446778046899	2013/06/24
Fertilizer consumption (% of fertilizer production) - Sub-Saharan Africa (developing only)	SSA	AG.CON.FERT.PT.ZS	2006	604.251376522002	2013/06/24
Fertilizer consumption (% of fertilizer production) - Sub-Saharan Africa (developing only)	SSA	AG.CON.FERT.PT.ZS	2007	431.662980344952	2013/06/24
Fertilizer consumption (% of fertilizer production) - Sub-Saharan Africa (developing only)	SSA	AG.CON.FERT.PT.ZS	2008	570.185999488411	2013/06/24
Fertilizer consumption (% of fertilizer production) - Sub-Saharan Africa (developing only)	SSA	AG.CON.FERT.PT.ZS	2009	420.862594795453	2013/06/24
Fertilizer consumption (% of fertilizer production) - Sub-Saharan Africa (developing only)	SSA	AG.CON.FERT.PT.ZS	2010	573.087319853567	2013/06/24
Fertilizer consumption (% of fertilizer production) - Upper middle income	UMC	AG.CON.FERT.PT.ZS	2002	99.2341414883505	2013/06/24
Fertilizer consumption (% of fertilizer production) - Upper middle income	UMC	AG.CON.FERT.PT.ZS	2003	96.2495958268007	2013/06/24
Fertilizer consumption (% of fertilizer production) - Upper middle income	UMC	AG.CON.FERT.PT.ZS	2004	89.3713381143718	2013/06/24
Fertilizer consumption (% of fertilizer production) - Upper middle income	UMC	AG.CON.FERT.PT.ZS	2005	93.4169909296104	2013/06/24
Fertilizer consumption (% of fertilizer production) - Upper middle income	UMC	AG.CON.FERT.PT.ZS	2006	96.2568326467208	2013/06/24
Fertilizer consumption (% of fertilizer production) - Upper middle income	UMC	AG.CON.FERT.PT.ZS	2007	93.7577981045298	2013/06/24
Fertilizer consumption (% of fertilizer production) - Upper middle income	UMC	AG.CON.FERT.PT.ZS	2008	89.397593274435	2013/06/24
Fertilizer consumption (% of fertilizer production) - Upper middle income	UMC	AG.CON.FERT.PT.ZS	2009	89.8693874898522	2013/06/24
Fertilizer consumption (% of fertilizer production) - Upper middle income	UMC	AG.CON.FERT.PT.ZS	2010	147.827613382451	2013/06/24
Fertilizer consumption (% of fertilizer production) - World	WLD	AG.CON.FERT.PT.ZS	2002	95.3270162336628	2013/06/24
Fertilizer consumption (% of fertilizer production) - World	WLD	AG.CON.FERT.PT.ZS	2003	95.8771906593226	2013/06/24
Fertilizer consumption (% of fertilizer production) - World	WLD	AG.CON.FERT.PT.ZS	2004	90.3060005994043	2013/06/24
Fertilizer consumption (% of fertilizer production) - World	WLD	AG.CON.FERT.PT.ZS	2005	92.2449456915704	2013/06/24
Fertilizer consumption (% of fertilizer production) - World	WLD	AG.CON.FERT.PT.ZS	2006	94.6092028462897	2013/06/24
Fertilizer consumption (% of fertilizer production) - World	WLD	AG.CON.FERT.PT.ZS	2007	94.9458852583346	2013/06/24
Fertilizer consumption (% of fertilizer production) - World	WLD	AG.CON.FERT.PT.ZS	2008	94.3314620401154	2013/06/24
Fertilizer consumption (% of fertilizer production) - World	WLD	AG.CON.FERT.PT.ZS	2009	97.2135794183092	2013/06/24
Fertilizer consumption (% of fertilizer production) - World	WLD	AG.CON.FERT.PT.ZS	2010	119.292922569935	2013/06/24
Fertilizer consumption (% of fertilizer production) - Afghanistan	AFG	AG.CON.FERT.PT.ZS	2002	111.604168446229	2013/06/24
Fertilizer consumption (% of fertilizer production) - Afghanistan	AFG	AG.CON.FERT.PT.ZS	2003	157.065284462545	2013/06/24
Fertilizer consumption (% of fertilizer production) - Afghanistan	AFG	AG.CON.FERT.PT.ZS	2004	182.187275156748	2013/06/24
Fertilizer consumption (% of fertilizer production) - Afghanistan	AFG	AG.CON.FERT.PT.ZS	2005	211.733094491715	2013/06/24
Fertilizer consumption (% of fertilizer production) - Afghanistan	AFG	AG.CON.FERT.PT.ZS	2006	278.022227262418	2013/06/24
Fertilizer consumption (% of fertilizer production) - Afghanistan	AFG	AG.CON.FERT.PT.ZS	2007	166.17569080304	2013/06/24
Fertilizer consumption (% of fertilizer production) - Afghanistan	AFG	AG.CON.FERT.PT.ZS	2008	152.133787144914	2013/06/24
Fertilizer consumption (% of fertilizer production) - Afghanistan	AFG	AG.CON.FERT.PT.ZS	2009	259.0016908035	2013/06/24
Fertilizer consumption (% of fertilizer production) - Afghanistan	AFG	AG.CON.FERT.PT.ZS	2010	275.819331226086	2013/06/24
Fertilizer consumption (% of fertilizer production) - Algeria	DZA	AG.CON.FERT.PT.ZS	2002	76.1140167364018	2013/06/24
Fertilizer consumption (% of fertilizer production) - Algeria	DZA	AG.CON.FERT.PT.ZS	2003	42.6268458917078	2013/06/24
Fertilizer consumption (% of fertilizer production) - Algeria	DZA	AG.CON.FERT.PT.ZS	2004	90.6906530336647	2013/06/24
Fertilizer consumption (% of fertilizer production) - Algeria	DZA	AG.CON.FERT.PT.ZS	2005	53.9032164589975	2013/06/24
Fertilizer consumption (% of fertilizer production) - Algeria	DZA	AG.CON.FERT.PT.ZS	2006	191.44347826087	2013/06/24
Fertilizer consumption (% of fertilizer production) - Algeria	DZA	AG.CON.FERT.PT.ZS	2007	61.9480015521925	2013/06/24
Fertilizer consumption (% of fertilizer production) - Algeria	DZA	AG.CON.FERT.PT.ZS	2008	283.9566755084	2013/06/24
Fertilizer consumption (% of fertilizer production) - Algeria	DZA	AG.CON.FERT.PT.ZS	2009	487.85240464345	2013/06/24
Fertilizer consumption (% of fertilizer production) - Algeria	DZA	AG.CON.FERT.PT.ZS	2010	297.953051643193	2013/06/24
Fertilizer consumption (% of fertilizer production) - Argentina	ARG	AG.CON.FERT.PT.ZS	2002	160.851250716059	2013/06/24
Fertilizer consumption (% of fertilizer production) - Argentina	ARG	AG.CON.FERT.PT.ZS	2003	197.584494939851	2013/06/24
Fertilizer consumption (% of fertilizer production) - Argentina	ARG	AG.CON.FERT.PT.ZS	2004	222.144902046064	2013/06/24
Fertilizer consumption (% of fertilizer production) - Argentina	ARG	AG.CON.FERT.PT.ZS	2005	208.362549391813	2013/06/24
Fertilizer consumption (% of fertilizer production) - Argentina	ARG	AG.CON.FERT.PT.ZS	2006	218.98272683826	2013/06/24
Fertilizer consumption (% of fertilizer production) - Argentina	ARG	AG.CON.FERT.PT.ZS	2007	382.688116552722	2013/06/24
Fertilizer consumption (% of fertilizer production) - Argentina	ARG	AG.CON.FERT.PT.ZS	2008	305.880309793373	2013/06/24
Fertilizer consumption (% of fertilizer production) - Argentina	ARG	AG.CON.FERT.PT.ZS	2009	153.278635922547	2013/06/24
Fertilizer consumption (% of fertilizer production) - Argentina	ARG	AG.CON.FERT.PT.ZS	2010	347.340301491759	2013/06/24
Fertilizer consumption (% of fertilizer production) - Armenia	ARM	AG.CON.FERT.PT.ZS	2002	523.600000000001	2013/06/24
Fertilizer consumption (% of fertilizer production) - Australia	AUS	AG.CON.FERT.PT.ZS	2002	229.215064692027	2013/06/24
Fertilizer consumption (% of fertilizer production) - Australia	AUS	AG.CON.FERT.PT.ZS	2003	239.342955107248	2013/06/24
Fertilizer consumption (% of fertilizer production) - Australia	AUS	AG.CON.FERT.PT.ZS	2004	251.277033526086	2013/06/24
Fertilizer consumption (% of fertilizer production) - Australia	AUS	AG.CON.FERT.PT.ZS	2005	236.818922420982	2013/06/24
Fertilizer consumption (% of fertilizer production) - Australia	AUS	AG.CON.FERT.PT.ZS	2006	222.986588087448	2013/06/24
Fertilizer consumption (% of fertilizer production) - Australia	AUS	AG.CON.FERT.PT.ZS	2007	178.676614961712	2013/06/24
Fertilizer consumption (% of fertilizer production) - Australia	AUS	AG.CON.FERT.PT.ZS	2008	216.571336474031	2013/06/24
Fertilizer consumption (% of fertilizer production) - Australia	AUS	AG.CON.FERT.PT.ZS	2009	153.035510587091	2013/06/24
Fertilizer consumption (% of fertilizer production) - Australia	AUS	AG.CON.FERT.PT.ZS	2010	222.116574074074	2013/06/24
Fertilizer consumption (% of fertilizer production) - Bahrain	BHR	AG.CON.FERT.PT.ZS	2002	6.17687590436162	2013/06/24
Fertilizer consumption (% of fertilizer production) - Bahrain	BHR	AG.CON.FERT.PT.ZS	2003	0.067479487769343	2013/06/24
Fertilizer consumption (% of fertilizer production) - Bahrain	BHR	AG.CON.FERT.PT.ZS	2005	1.68935936083321	2013/06/24
Fertilizer consumption (% of fertilizer production) - Bahrain	BHR	AG.CON.FERT.PT.ZS	2006	4.76173904570338	2013/06/24
Fertilizer consumption (% of fertilizer production) - Bahrain	BHR	AG.CON.FERT.PT.ZS	2007	0.415628833785643	2013/06/24
Fertilizer consumption (% of fertilizer production) - Bahrain	BHR	AG.CON.FERT.PT.ZS	2008	0.786686838124056	2013/06/24
Fertilizer consumption (% of fertilizer production) - Bahrain	BHR	AG.CON.FERT.PT.ZS	2009	0.42846695918096	2013/06/24
Fertilizer consumption (% of fertilizer production) - Bahrain	BHR	AG.CON.FERT.PT.ZS	2010	0.91829681343748	2013/06/24
Fertilizer consumption (% of fertilizer production) - Bangladesh	BGD	AG.CON.FERT.PT.ZS	2002	121.21157149108	2013/06/24
Fertilizer consumption (% of fertilizer production) - Bangladesh	BGD	AG.CON.FERT.PT.ZS	2003	130.44109617226	2013/06/24
Fertilizer consumption (% of fertilizer production) - Bangladesh	BGD	AG.CON.FERT.PT.ZS	2004	140.642912079016	2013/06/24
Fertilizer consumption (% of fertilizer production) - Bangladesh	BGD	AG.CON.FERT.PT.ZS	2005	164.730200448999	2013/06/24
Fertilizer consumption (% of fertilizer production) - Bangladesh	BGD	AG.CON.FERT.PT.ZS	2006	172.070811424231	2013/06/24
Fertilizer consumption (% of fertilizer production) - Bangladesh	BGD	AG.CON.FERT.PT.ZS	2007	156.549104708778	2013/06/24
Fertilizer consumption (% of fertilizer production) - Bangladesh	BGD	AG.CON.FERT.PT.ZS	2008	220.067048186651	2013/06/24
Fertilizer consumption (% of fertilizer production) - Bangladesh	BGD	AG.CON.FERT.PT.ZS	2009	377.190065100482	2013/06/24
Fertilizer consumption (% of fertilizer production) - Bangladesh	BGD	AG.CON.FERT.PT.ZS	2010	218.9147438633	2013/06/24
Fertilizer consumption (% of fertilizer production) - Belarus	BLR	AG.CON.FERT.PT.ZS	2002	16.8577223245954	2013/06/24
Fertilizer consumption (% of fertilizer production) - Belarus	BLR	AG.CON.FERT.PT.ZS	2003	15.1108929071233	2013/06/24
Fertilizer consumption (% of fertilizer production) - Belarus	BLR	AG.CON.FERT.PT.ZS	2004	14.8431120748744	2013/06/24
Fertilizer consumption (% of fertilizer production) - Belarus	BLR	AG.CON.FERT.PT.ZS	2005	16.2913269280524	2013/06/24
Fertilizer consumption (% of fertilizer production) - Belarus	BLR	AG.CON.FERT.PT.ZS	2006	23.6863573143494	2013/06/24
Fertilizer consumption (% of fertilizer production) - Belarus	BLR	AG.CON.FERT.PT.ZS	2007	20.0858134754458	2013/06/24
Fertilizer consumption (% of fertilizer production) - Belarus	BLR	AG.CON.FERT.PT.ZS	2008	21.9454537502411	2013/06/24
Fertilizer consumption (% of fertilizer production) - Belarus	BLR	AG.CON.FERT.PT.ZS	2009	46.665798326499	2013/06/24
Fertilizer consumption (% of fertilizer production) - Belarus	BLR	AG.CON.FERT.PT.ZS	2010	24.3286661406561	2013/06/24
Fertilizer consumption (% of fertilizer production) - Brazil	BRA	AG.CON.FERT.PT.ZS	2002	264.490172269973	2013/06/24
Fertilizer consumption (% of fertilizer production) - Brazil	BRA	AG.CON.FERT.PT.ZS	2003	315.684800619306	2013/06/24
Fertilizer consumption (% of fertilizer production) - Brazil	BRA	AG.CON.FERT.PT.ZS	2004	322.15815720138	2013/06/24
Fertilizer consumption (% of fertilizer production) - Brazil	BRA	AG.CON.FERT.PT.ZS	2005	269.93768128895	2013/06/24
Fertilizer consumption (% of fertilizer production) - Brazil	BRA	AG.CON.FERT.PT.ZS	2006	261.737007494087	2013/06/24
Fertilizer consumption (% of fertilizer production) - Brazil	BRA	AG.CON.FERT.PT.ZS	2007	326.585848270782	2013/06/24
Fertilizer consumption (% of fertilizer production) - Brazil	BRA	AG.CON.FERT.PT.ZS	2008	312.894655476279	2013/06/24
Fertilizer consumption (% of fertilizer production) - Brazil	BRA	AG.CON.FERT.PT.ZS	2009	244.651532584014	2013/06/24
Fertilizer consumption (% of fertilizer production) - Brazil	BRA	AG.CON.FERT.PT.ZS	2010	341.062158552708	2013/06/24
Fertilizer consumption (% of fertilizer production) - Bulgaria	BGR	AG.CON.FERT.PT.ZS	2002	97.7101562060016	2013/06/24
Fertilizer consumption (% of fertilizer production) - Bulgaria	BGR	AG.CON.FERT.PT.ZS	2003	107.715951595159	2013/06/24
Fertilizer consumption (% of fertilizer production) - Bulgaria	BGR	AG.CON.FERT.PT.ZS	2004	54.9122591225913	2013/06/24
Fertilizer consumption (% of fertilizer production) - Bulgaria	BGR	AG.CON.FERT.PT.ZS	2005	45.1395170563435	2013/06/24
Fertilizer consumption (% of fertilizer production) - Bulgaria	BGR	AG.CON.FERT.PT.ZS	2006	58.089891586272	2013/06/24
Fertilizer consumption (% of fertilizer production) - Bulgaria	BGR	AG.CON.FERT.PT.ZS	2007	67.7700419714751	2013/06/24
Fertilizer consumption (% of fertilizer production) - Bulgaria	BGR	AG.CON.FERT.PT.ZS	2008	75.2591209932371	2013/06/24
Fertilizer consumption (% of fertilizer production) - Bulgaria	BGR	AG.CON.FERT.PT.ZS	2009	116.620591456736	2013/06/24
Fertilizer consumption (% of fertilizer production) - Bulgaria	BGR	AG.CON.FERT.PT.ZS	2010	84.9953997809421	2013/06/24
Fertilizer consumption (% of fertilizer production) - Canada	CAN	AG.CON.FERT.PT.ZS	2002	22.887106906413	2013/06/24
Fertilizer consumption (% of fertilizer production) - Canada	CAN	AG.CON.FERT.PT.ZS	2003	21.0031867968832	2013/06/24
Fertilizer consumption (% of fertilizer production) - Canada	CAN	AG.CON.FERT.PT.ZS	2004	18.1161448134542	2013/06/24
Fertilizer consumption (% of fertilizer production) - Canada	CAN	AG.CON.FERT.PT.ZS	2005	24.4185950120797	2013/06/24
Fertilizer consumption (% of fertilizer production) - Canada	CAN	AG.CON.FERT.PT.ZS	2006	16.8207164234052	2013/06/24
Fertilizer consumption (% of fertilizer production) - Canada	CAN	AG.CON.FERT.PT.ZS	2007	21.4486205929047	2013/06/24
Fertilizer consumption (% of fertilizer production) - Canada	CAN	AG.CON.FERT.PT.ZS	2008	27.6486497837955	2013/06/24
Fertilizer consumption (% of fertilizer production) - Canada	CAN	AG.CON.FERT.PT.ZS	2009	26.1733336149362	2013/06/24
Fertilizer consumption (% of fertilizer production) - Canada	CAN	AG.CON.FERT.PT.ZS	2010	21.0293467616836	2013/06/24
Fertilizer consumption (% of fertilizer production) - Chile	CHL	AG.CON.FERT.PT.ZS	2002	96.9133587786262	2013/06/24
Fertilizer consumption (% of fertilizer production) - Chile	CHL	AG.CON.FERT.PT.ZS	2003	88.6592105757854	2013/06/24
Fertilizer consumption (% of fertilizer production) - Chile	CHL	AG.CON.FERT.PT.ZS	2004	108.482337356491	2013/06/24
Fertilizer consumption (% of fertilizer production) - Chile	CHL	AG.CON.FERT.PT.ZS	2005	95.6215207729763	2013/06/24
Fertilizer consumption (% of fertilizer production) - Chile	CHL	AG.CON.FERT.PT.ZS	2006	103.919284673115	2013/06/24
Fertilizer consumption (% of fertilizer production) - Chile	CHL	AG.CON.FERT.PT.ZS	2007	101.055480176013	2013/06/24
Fertilizer consumption (% of fertilizer production) - Chile	CHL	AG.CON.FERT.PT.ZS	2008	102.020013441864	2013/06/24
Fertilizer consumption (% of fertilizer production) - Chile	CHL	AG.CON.FERT.PT.ZS	2009	59.9425126001568	2013/06/24
Fertilizer consumption (% of fertilizer production) - Chile	CHL	AG.CON.FERT.PT.ZS	2010	53.4970588235295	2013/06/24
Fertilizer consumption (% of fertilizer production) - China	CHN	AG.CON.FERT.PT.ZS	2002	122.730272137189	2013/06/24
Fertilizer consumption (% of fertilizer production) - China	CHN	AG.CON.FERT.PT.ZS	2003	111.942480048418	2013/06/24
Fertilizer consumption (% of fertilizer production) - China	CHN	AG.CON.FERT.PT.ZS	2004	99.6022898586488	2013/06/24
Fertilizer consumption (% of fertilizer production) - China	CHN	AG.CON.FERT.PT.ZS	2005	116.524891420964	2013/06/24
Fertilizer consumption (% of fertilizer production) - China	CHN	AG.CON.FERT.PT.ZS	2006	111.76996299081	2013/06/24
Fertilizer consumption (% of fertilizer production) - China	CHN	AG.CON.FERT.PT.ZS	2007	103.762566899206	2013/06/24
Fertilizer consumption (% of fertilizer production) - China	CHN	AG.CON.FERT.PT.ZS	2008	99.0739729438587	2013/06/24
Fertilizer consumption (% of fertilizer production) - China	CHN	AG.CON.FERT.PT.ZS	2009	96.7828256508661	2013/06/24
Fertilizer consumption (% of fertilizer production) - China	CHN	AG.CON.FERT.PT.ZS	2010	298.620273766379	2013/06/24
Fertilizer consumption (% of fertilizer production) - Colombia	COL	AG.CON.FERT.PT.ZS	2002	762.504464285716	2013/06/24
Fertilizer consumption (% of fertilizer production) - Colombia	COL	AG.CON.FERT.PT.ZS	2003	727.367952522257	2013/06/24
Fertilizer consumption (% of fertilizer production) - Colombia	COL	AG.CON.FERT.PT.ZS	2004	931.666666666668	2013/06/24
Fertilizer consumption (% of fertilizer production) - Colombia	COL	AG.CON.FERT.PT.ZS	2005	315.959485546318	2013/06/24
Fertilizer consumption (% of fertilizer production) - Colombia	COL	AG.CON.FERT.PT.ZS	2006	252.069374554014	2013/06/24
Fertilizer consumption (% of fertilizer production) - Colombia	COL	AG.CON.FERT.PT.ZS	2007	236.310023077023	2013/06/24
Fertilizer consumption (% of fertilizer production) - Colombia	COL	AG.CON.FERT.PT.ZS	2008	275.666148041066	2013/06/24
Fertilizer consumption (% of fertilizer production) - Colombia	COL	AG.CON.FERT.PT.ZS	2009	227.938760134431	2013/06/24
Fertilizer consumption (% of fertilizer production) - Colombia	COL	AG.CON.FERT.PT.ZS	2010	245.965359619391	2013/06/24
Fertilizer consumption (% of fertilizer production) - Croatia	HRV	AG.CON.FERT.PT.ZS	2002	70.6717948717951	2013/06/24
Fertilizer consumption (% of fertilizer production) - Croatia	HRV	AG.CON.FERT.PT.ZS	2003	71.0475099207187	2013/06/24
Fertilizer consumption (% of fertilizer production) - Croatia	HRV	AG.CON.FERT.PT.ZS	2004	65.3742067705377	2013/06/24
Fertilizer consumption (% of fertilizer production) - Croatia	HRV	AG.CON.FERT.PT.ZS	2005	59.1097194250559	2013/06/24
Fertilizer consumption (% of fertilizer production) - Croatia	HRV	AG.CON.FERT.PT.ZS	2006	63.5793695015219	2013/06/24
Fertilizer consumption (% of fertilizer production) - Croatia	HRV	AG.CON.FERT.PT.ZS	2007	62.9490226319839	2013/06/24
Fertilizer consumption (% of fertilizer production) - Croatia	HRV	AG.CON.FERT.PT.ZS	2008	75.6720050703297	2013/06/24
Fertilizer consumption (% of fertilizer production) - Croatia	HRV	AG.CON.FERT.PT.ZS	2009	49.17925923234	2013/06/24
Fertilizer consumption (% of fertilizer production) - Croatia	HRV	AG.CON.FERT.PT.ZS	2010	56.6928979280483	2013/06/24
Fertilizer consumption (% of fertilizer production) - Cuba	CUB	AG.CON.FERT.PT.ZS	2002	754.900631161652	2013/06/24
Fertilizer consumption (% of fertilizer production) - Cuba	CUB	AG.CON.FERT.PT.ZS	2003	333.125302630871	2013/06/24
Fertilizer consumption (% of fertilizer production) - Cuba	CUB	AG.CON.FERT.PT.ZS	2004	250.77782646801	2013/06/24
Fertilizer consumption (% of fertilizer production) - Cuba	CUB	AG.CON.FERT.PT.ZS	2005	358.770627783114	2013/06/24
Fertilizer consumption (% of fertilizer production) - Cuba	CUB	AG.CON.FERT.PT.ZS	2006	436.98101905582	2013/06/24
Fertilizer consumption (% of fertilizer production) - Cuba	CUB	AG.CON.FERT.PT.ZS	2007	584.114118239686	2013/06/24
Fertilizer consumption (% of fertilizer production) - Cuba	CUB	AG.CON.FERT.PT.ZS	2008	598.169085716523	2013/06/24
Fertilizer consumption (% of fertilizer production) - Cuba	CUB	AG.CON.FERT.PT.ZS	2009	444.42628591089	2013/06/24
Fertilizer consumption (% of fertilizer production) - Cuba	CUB	AG.CON.FERT.PT.ZS	2010	571.451138468244	2013/06/24
Fertilizer consumption (% of fertilizer production) - Czech Republic	CZE	AG.CON.FERT.PT.ZS	2002	92.261677796707	2013/06/24
Fertilizer consumption (% of fertilizer production) - Czech Republic	CZE	AG.CON.FERT.PT.ZS	2003	96.2217955029294	2013/06/24
Fertilizer consumption (% of fertilizer production) - Czech Republic	CZE	AG.CON.FERT.PT.ZS	2004	85.2679918211378	2013/06/24
Fertilizer consumption (% of fertilizer production) - Czech Republic	CZE	AG.CON.FERT.PT.ZS	2005	87.4916277993596	2013/06/24
Fertilizer consumption (% of fertilizer production) - Czech Republic	CZE	AG.CON.FERT.PT.ZS	2006	86.5932300631098	2013/06/24
Fertilizer consumption (% of fertilizer production) - Czech Republic	CZE	AG.CON.FERT.PT.ZS	2007	91.7025787965618	2013/06/24
Fertilizer consumption (% of fertilizer production) - Czech Republic	CZE	AG.CON.FERT.PT.ZS	2008	79.7128939828082	2013/06/24
Fertilizer consumption (% of fertilizer production) - Czech Republic	CZE	AG.CON.FERT.PT.ZS	2009	118.931708615539	2013/06/24
Fertilizer consumption (% of fertilizer production) - Czech Republic	CZE	AG.CON.FERT.PT.ZS	2010	150.757383966245	2013/06/24
Fertilizer consumption (% of fertilizer production) - Denmark	DNK	AG.CON.FERT.PT.ZS	2002	169.285251400907	2013/06/24
Fertilizer consumption (% of fertilizer production) - Denmark	DNK	AG.CON.FERT.PT.ZS	2003	189.089007029286	2013/06/24
Fertilizer consumption (% of fertilizer production) - Denmark	DNK	AG.CON.FERT.PT.ZS	2004	327.575857289579	2013/06/24
Fertilizer consumption (% of fertilizer production) - Egypt, Arab Rep.	EGY	AG.CON.FERT.PT.ZS	2002	72.7959566336696	2013/06/24
Fertilizer consumption (% of fertilizer production) - Egypt, Arab Rep.	EGY	AG.CON.FERT.PT.ZS	2003	103.719120096882	2013/06/24
Fertilizer consumption (% of fertilizer production) - Egypt, Arab Rep.	EGY	AG.CON.FERT.PT.ZS	2004	87.298869996832	2013/06/24
Fertilizer consumption (% of fertilizer production) - Egypt, Arab Rep.	EGY	AG.CON.FERT.PT.ZS	2005	95.5343798574575	2013/06/24
Fertilizer consumption (% of fertilizer production) - Egypt, Arab Rep.	EGY	AG.CON.FERT.PT.ZS	2006	64.653779427488	2013/06/24
Fertilizer consumption (% of fertilizer production) - Egypt, Arab Rep.	EGY	AG.CON.FERT.PT.ZS	2007	52.7297951880121	2013/06/24
Fertilizer consumption (% of fertilizer production) - Egypt, Arab Rep.	EGY	AG.CON.FERT.PT.ZS	2008	62.7991354706799	2013/06/24
Fertilizer consumption (% of fertilizer production) - Egypt, Arab Rep.	EGY	AG.CON.FERT.PT.ZS	2009	48.5228151067896	2013/06/24
Fertilizer consumption (% of fertilizer production) - Egypt, Arab Rep.	EGY	AG.CON.FERT.PT.ZS	2010	55.12748549139	2013/06/24
Fertilizer consumption (% of fertilizer production) - Estonia	EST	AG.CON.FERT.PT.ZS	2002	111.304813715793	2013/06/24
Fertilizer consumption (% of fertilizer production) - Estonia	EST	AG.CON.FERT.PT.ZS	2003	114.85	2013/06/24
Fertilizer consumption (% of fertilizer production) - Estonia	EST	AG.CON.FERT.PT.ZS	2004	65.7377516854103	2013/06/24
Fertilizer consumption (% of fertilizer production) - Estonia	EST	AG.CON.FERT.PT.ZS	2005	35.7191662128039	2013/06/24
Fertilizer consumption (% of fertilizer production) - Estonia	EST	AG.CON.FERT.PT.ZS	2006	42.5747357825869	2013/06/24
Fertilizer consumption (% of fertilizer production) - Estonia	EST	AG.CON.FERT.PT.ZS	2007	47.1656034438048	2013/06/24
Fertilizer consumption (% of fertilizer production) - Estonia	EST	AG.CON.FERT.PT.ZS	2008	65.3918256130792	2013/06/24
Fertilizer consumption (% of fertilizer production) - Estonia	EST	AG.CON.FERT.PT.ZS	2009	5280.35714285715	2013/06/24
Fertilizer consumption (% of fertilizer production) - Estonia	EST	AG.CON.FERT.PT.ZS	2010	6118.03051317615	2013/06/24
Fertilizer consumption (% of fertilizer production) - Finland	FIN	AG.CON.FERT.PT.ZS	2002	81.1372972972975	2013/06/24
