tables	DBF	fields	field_dbf	headers	widths	aligns	formats	decimals	orders	edittype	editoption	field_len	example	page
stk_prices	STK_PRICES	id	ID	ID	50	R	N	0	0	text		9	1	sysformat
stk_prices	STK_PRICES	stk_code	STK_CODE	CODE	40	C	C	0	1	text		50	DPM	sysformat
stk_prices	STK_PRICES	stk_name	STK_NAME	NAME	300	LB	C	0	2	text		50		sysformat
stk_prices	STK_PRICES	stk_market	STK_MARKET	MARKET	60	C	C	0	3	text		255	NULL	sysformat
stk_prices	STK_PRICES	stk_sector	STK_SECTOR	SECTOR	60	C	C	0	4	text		255	NULL	sysformat
stk_prices	STK_PRICES	stk_rlast	STK_RLAST	RLAST	60	R	N	0	10	text		30.8		sysformat
stk_prices	STK_PRICES	stk_last	STK_LAST	LAST	60	R	N	0	11	text		30		sysformat
stk_prices	STK_PRICES	stk_open	STK_OPEN	OPEN	60	R	N	0	12	text		0		sysformat
stk_prices	STK_PRICES	stk_high	STK_HIGH	HIGH	60	R	N	0	13	text		0		sysformat
stk_prices	STK_PRICES	stk_low	STK_LOW	LOW	60	R	N	0	14	text		0		sysformat
stk_prices	STK_PRICES	stk_price	STK_PRICE	PRICE	60	R	N	0	15	text		30		sysformat
stk_prices	STK_PRICES	stk_curr	STK_CURR	CURR	40	C	C	0	16	text		10		sysformat
stk_prices	STK_PRICES	stk_mult	STK_MULT	MULT	40	C	N	0	17	text		0		sysformat
stk_prices	STK_PRICES	dates	DATES	DATES	70	C	C	0	18	text		8	40438	sysformat
stk_prices	STK_PRICES	times	TIMES	TIMES	60	C	C	0	19	text		8	0	sysformat
stk_prices	STK_PRICES	ticker	TICKER	TICKER	50	C	C	0	20	text		255	DPM	sysformat
stk_prices	STK_PRICES	nxt_date	NXT_DATES	NEXT DATE	70	C	C	0	21	text		8		sysformat
stk_prices	STK_PRICES	nxt_stk_rlast	NXT_STK_RLAST	STK RLAST	60	R	N	0	22	text		11		sysformat
stk_ref	STK_REF	id	ID	ID	50	R	N	0	0	text		11		sysformat
stk_ref	STK_REF	stk_name	STK_NAME	NAME	50	L	C	0	0	text		255		sysformat
stk_ref	STK_REF	stk_name_vn	STK_NAME_VN	NAMEVN	255	L	C	0	0	text		255		sysformat
stk_ref	STK_REF	stk_name_sn_vn	STK_NAME_SN_VN	NAMESNVN	255	L	C	0	0	text		255		sysformat
stk_ref	STK_REF	ric_code	RIC_CODE	RICCODE	255	L	C	0	0	text		255		sysformat
stk_ref	STK_REF	bl_code	BL_CODE	BLCODE	255	L	C	0	0	text		255		sysformat
stk_ref	STK_REF	pvnsample	PVNSAMPLE	PVNSAMPLE	50	R	N	0	0	text		6		sysformat
stk_ref	STK_REF	ipo	IPO	IPO	100	C	C	0	3	text		8		sysformat
stk_ref	STK_REF	stk_code	STK_CODE	CODE	100	L	C	0	4	text		255		sysformat
stk_ref	STK_REF	stk_name_sn	STK_NAME_SN	NAMESN	400	LB	C	0	6	text		255		sysformat
stk_ref	STK_REF	stk_market	STK_MARKET	MARKET	100	L	C	0	9	text		255		sysformat
stk_ref	STK_REF	stk_sector	STK_SECTOR	SECTOR	100	L	C	0	10	text		255		sysformat
stk_ref	STK_REF	stk_curr	STK_CURR	CURR	50	L	C	0	11	text		255		sysformat
stk_ref	STK_REF	stk_mult	STK_MULT	MULT	50	R	N	0	12	text		255		sysformat
stk_ref	STK_REF	ticker	TICKER	TICKER	100	L	C	0	15	text		255	DPM	sysformat
summary	SUMMARY	id	ID	ID	50	C	N	0	0	text		11	1	sysformat
summary	SUMMARY	code	CODE	CODE	50	C	C	0	2	text		50	PCG	sysformat
summary	SUMMARY	name	NAME	NAME	230	LB	C	0	3	text		255	PetroVietnam Gas City Investment and Development JSC	sysformat
summary	SUMMARY	shares	SHARES	SHARES	100	R	N	0	4	text		11	18870000	sysformat
summary	SUMMARY	float	FLOAT	FLOAT	50	R	N	0	5	text		11	100	sysformat
summary	SUMMARY	capping	CAPPING	CAPPING	100	R	N	6	6	text		11	100	sysformat
summary	SUMMARY	stk_price	STK_PRICE	PRICE	100	R	N	0	7	text		11	4300	sysformat
summary	SUMMARY	stk_mcap_idx	STK_MCAP_IDX	MCAP	200	R	N	0	8	text		255	81141000000	sysformat
sys_format	SYS_FORMAT	id	ID	ID	50	C	N	0	0	text		11	1	sysformat
sys_format	SYS_FORMAT	tables	TABLES	TABLES	100	L	C	0	2	text		255	IDX_CALENDAR	sysformat
sys_format	SYS_FORMAT	fields	FIELDS	FIELDS	100	L	C	0	4	text		255	id	sysformat
sys_format	SYS_FORMAT	headers	HEADERS	HEADERS	100	L	C	0	6	text		255	ID	sysformat
sys_format	SYS_FORMAT	widths	WIDTHS	WIDTHS	50	R	C	0	7	text		255	50	sysformat
sys_format	SYS_FORMAT	aligns	ALIGNS	ALIGNS	50	C	C	0	8	text		255	C	sysformat
sys_format	SYS_FORMAT	formats	FORMATS	FORMATS	100	C	C	0	9	text		255	N	sysformat
sys_format	SYS_FORMAT	decimals	DECIMALS	DECIMALS	70	R	N	0	10	text		6	0	sysformat
sys_format	SYS_FORMAT	orders	ORDERS	ORDERS	50	R	N	0	11	text		6	1	sysformat
sys_format	SYS_FORMAT	edittype	EDITTYPE	EDITTYPE	80	C	C	0	12	text		255	text	sysformat
sys_format	SYS_FORMAT	editoption	EDITOPTION	EDITOPTION	200	C	C	0	13	text		255	value |C:CENTER;L:LEFT;R:RIGHT	sysformat
sys_format	SYS_FORMAT	descriptions	DESCRIPTIONS	DESCRIPTIONS	180	C	C	0	14	text		255	NULL	sysformat
sys_format	SYS_FORMAT	sortable	SORTABLE	SORTABLE	80	C	C	0	15	text		10	TRUE	sysformat
stk_history	STK_HISTORY	id	ID	ID	70	C	N	0	0	text		11		sysformat
stk_history	STK_HISTORY	dates	DATES	DATES	80	L	C	0	1	text		8		sysformat
stk_history	STK_HISTORY	stk_code	STK_CODE	CODE	70	L	C	0	2	text		10		sysformat
stk_history	STK_HISTORY	stk_shares	SHARES	SHARES	150	R	N	6	3	text		255		sysformat
stk_history	STK_HISTORY	adjclose	ADJCLOSE	ADJCLOSE	150	R	N	6	4	text		255		sysformat
stk_history	STK_HISTORY	close	CLOSE	CLOSE	150	R	N	6	5	text		255		sysformat
stk_history	STK_HISTORY	divtr	DIVTR	DIVTR	150	R	N	0	6	text		255		sysformat
stk_history	STK_HISTORY	divnr	DIVNR	DIVNR	150	R	N	0	7	text		255		sysformat
qidx_ref	QIDX_REF	id	ID	ID	50	R	N	0	0	text		11	1	sysformat
qidx_ref	QIDX_REF	idx_code	IDX_CODE	CODE	90	L	C	0	1	text		255	PVN10PRVND	sysformat
qidx_ref	QIDX_REF	idx_name	IDX_NAME	NAME	170	LB	C	0	2	text		255	PVN 10 (VND)	sysformat
qidx_ref	QIDX_REF	idx_name_sn	IDX_NAME_SN	NAMESN	100	L	C	0	0	text		255	PVN 10	sysformat
qidx_ref	QIDX_REF	idx_name_sn_vn	IDX_NAME_SN_VN	NAMESNVN	100	L	C	0	0	text		255	NULL	sysformat
qidx_ref	QIDX_REF	idx_curr	IDX_CURR	CURR	80	L	C	0	4	text		255	VND	sysformat
qidx_ref	QIDX_REF	idx_base	IDX_BASE	BASE	100	R	N	0	5	text		255	1000	sysformat
qidx_ref	QIDX_REF	idx_base_capi	IDX_BASE_CAPI	BASECAPI	100	R	N	0	0	text		255	0	sysformat
qidx_ref	QIDX_REF	idx_dtbase	IDX_DTBASE	DTBASE	100	L	C	0	0	text		255	 2008/12/31	sysformat
qidx_ref	QIDX_REF	idx_type	IDX_TYPE	TYPE	100	L	C	0	0	text		255	P	sysformat
qidx_ref	QIDX_REF	idx_mother	IDX_MOTHER	MOTHER	100	L	C	0	0	text		255	PVN10PRVND	sysformat
qidx_ref	QIDX_REF	idx_bbs	IDX_BBS	BBS	100	L	C	0	0	text		255	Blue Chips	sysformat
qidx_ref	QIDX_REF	idx_ncompo	IDX_NCOMPO	NCOMPO	100	L	C	0	0	text		255		sysformat
qidx_ref	QIDX_REF	idx_wgt_type	IDX_WGT_TYPE	WGTTYPE	100	L	C	0	0	text		255		sysformat
qidx_ref	QIDX_REF	idx_frequency	IDX_FREQUENCY	FREQUENCY	100	L	C	0	6	text		255		sysformat
qidx_ref	QIDX_REF	idx_capp	IDX_CAPP	CAPP	100	L	C	6	0	text		255		sysformat
qidx_ref	QIDX_REF	idx_qlf	IDX_QLF	QLF	100	L	C	0	0	text		255		sysformat
qidx_ref	QIDX_REF	idx_compo_rev	IDX_COMPO_REV	COMPOREV	100	L	C	0	0	text		255		sysformat
qidx_ref	QIDX_REF	idx_shares_rev	IDX_SHARES_REV	SHARESREV	100	L	C	0	0	text		255		sysformat
qidx_ref	QIDX_REF	idx_frev	IDX_FREV	FREV	100	L	C	0	0	text		255		sysformat
qidx_ref	QIDX_REF	idx_fbanding	IDX_FBANDING	FBANDING	100	L	C	0	0	text		255		sysformat
qidx_ref	QIDX_REF	idx_ftreproduct	IDX_FTREPRODUCT	FTREPRODUCT	100	L	C	0	0	text		255		sysformat
qidx_ref	QIDX_REF	idx_oproduct	IDX_OPRODUCT	OPRODUCT	100	L	C	0	0	text		255		sysformat
qidx_ref	QIDX_REF	idx_etfproduct	IDX_ETFPRODUCT	ETFPRODUCT	100	L	C	0	0	text		255		sysformat
qidx_ref	QIDX_REF	idx_c_mech	IDX_C_MECH	CMECH	100	L	C	0	0	text		255		sysformat
qidx_ref	QIDX_REF	idx_histo	IDX_HISTO	HISTO	100	L	C	0	0	text		255		sysformat
qidx_ref	QIDX_REF	idx_launch	IDX_LAUNCH	LAUNCH	100	L	C	0	0	text		255		sysformat
qidx_ref	QIDX_REF	idx_web	IDX_WEB	WEB	100	L	C	0	0	text		255		sysformat
qidx_ref	QIDX_REF	idx_isin	IDX_ISIN	ISIN	100	L	C	0	0	text		255		sysformat
qidx_ref	QIDX_REF	idx_reuters	IDX_REUTERS	REUTERS	100	L	C	0	0	text		255		sysformat
qidx_ref	QIDX_REF	idx_bl	IDX_BL	BL	100	L	C	0	0	text		255		sysformat
qidx_ref	QIDX_REF	idx_yh	IDX_YH	YH	100	L	C	0	0	text		255		sysformat
qidx_ref	QIDX_REF	idx_ggl	IDX_GGL	GGL	100	L	C	0	0	text		255		sysformat
qidx_ref	QIDX_REF	calculs	CALCULS	CALCULS	100	R	N	0	0	text		255	1	sysformat
qidx_ref	QIDX_REF	publications	PUBLICATIONS	PUBLICATIONS	100	R	N	0	0	text		255	0	sysformat
qidx_ref	QIDX_REF	idx_igs	IDX_IGS	IGS	100	L	C	0	0	text		255	NULL	sysformat
qidx_ref	QIDX_REF	idx_es	IDX_ES	ES	100	L	C	0	0	text		255	NULL	sysformat
qidx_ref	QIDX_REF	idx_sel	IDX_SEL	SEL	100	L	C	0	0	text		255	NULL	sysformat
qidx_ref	QIDX_REF	idx_inconnect	IDX_INCONNECT	INCONNECT	100	L	C	0	0	text		255	NULL	sysformat
qidx_ref	QIDX_REF	idx_capfrev	IDX_CAPFREV	CAPFREV	100	L	C	0	0	text		255	NULL	sysformat
qidx_ref	QIDX_REF	idx_sg	IDX_SG	SG	100	L	C	0	0	text		255		sysformat
qidx_ref	QIDX_REF	idx_last	IDX_LAST	LAST	100	R	N	0	0	text		255	0	sysformat
qidx_ref	QIDX_REF	idx_divisor_nxt	IDX_DIVISOR_NXT	DIVISORNXT	100	R	N	0	0	text		255	0	sysformat
qidx_ref	QIDX_REF	idx_start_date	IDX_START_DATE	STARTDATE	100	L	C	0	0	text		255	0000-00-00	sysformat
qidx_ref	QIDX_REF	idx_end_date	IDX_END_DATE	ENDDATE	100	L	C	0	0	text		255	0000-00-00	sysformat
idx_list	IDX_LIST	id	ID	ID	50	R	N	0	0	text		11		sysformat
idx_list	IDX_LIST	idx_code	IDX_CODE	IDX CODE	80	L	C	0	1	text		255		sysformat
idx_list	IDX_LIST	stk_code	STK_CODE	STK_CODE	80	L	C	0	2	text		255		sysformat
qidx_bkh	QIDX_BKH	id	ID	ID	50	R	N	0	0	text		11		sysformat
qidx_bkh	QIDX_BKH	dates	DATES	DATES	80	L	C	0	1	text		8		sysformat
qidx_bkh	QIDX_BKH	qidx_capi	QIDX_CAPI	QIDX_CAPI	150	R	N	0	2	text		255		sysformat
qidx_bkh	QIDX_BKH	qidx_tr	QIDX_TR	QIDX_TR	150	R	N	0	10	text		255		sysformat
qidx_bkh	QIDX_BKH	qidx_pr	QIDX_PR	QIDX_PR	150	R	N	0	11	text		255		sysformat
qidx_bkh	QIDX_BKH	qidx_nr	QIDX_NR	QIDX_NR	150	R	N	0	12	text		255		sysformat
qidx_bkh	QIDX_BKH	qidx_trlast	QIDX_TRLAST	QIDX_TRLAST	150	R	N	0	13	text		255		sysformat
qidx_bkh	QIDX_BKH	qidx_prlast	QIDX_PRLAST	QIDX_PRLAST	150	R	N	0	14	text		255		sysformat
qidx_bkh	QIDX_BKH	qidx_nrlast	QIDX_NRLAST	QIDX_NRLAST	150	R	N	0	15	text		255		sysformat
qidx_composition	QIDX_COMPOSITION	id	ID	ID	50	R	N	0	0	text		11		sysformat
qidx_composition	QIDX_COMPOSITION	idx_code	IDX_CODE	IDX_CODE	100	L	C	0	1	text		255		sysformat
qidx_composition	QIDX_COMPOSITION	dates	DATES	DATES	70	L	C	0	2	text		255		sysformat
qidx_composition	QIDX_COMPOSITION	stk_code	STK_CODE	STK_CODE	100	L	C	0	3	text		255		sysformat
qidx_composition	QIDX_COMPOSITION	stk_shares	STK_SHARES	STK_SHARES	100	R	N	0	10	text		255		sysformat
qidx_composition	QIDX_COMPOSITION	adjclose	ADJCLOSE	ADJCLOSE	100	R	N	0	11	text		255		sysformat
qidx_composition	QIDX_COMPOSITION	close	CLOSE	CLOSE	100	R	N	0	12	text		255		sysformat
qidx_composition	QIDX_COMPOSITION	divtr	DIVTR	DIVTR	100	R	N	0	13	text		255		sysformat
qidx_composition	QIDX_COMPOSITION	stk_mcap	STK_MCAP	STK_MCAP	100	R	N	0	14	text		255		sysformat
qidx_composition	QIDX_COMPOSITION	stk_wgt	STK_WGT	STK_WGT	100	R	N	0	15	text		255		sysformat
qidx_composition	QIDX_COMPOSITION	stk_pr	STK_PR	STK_PR	100	R	N	0	16	text		255		sysformat
qidx_composition	QIDX_COMPOSITION	stk_tr	STK_TR	STK_TR	100	R	N	0	17	text		255		sysformat
qidx_composition	QIDX_COMPOSITION	stk_nr	STK_NR	STK_NR	100	R	N	0	18	text		255		sysformat
bkh_calcul	BKH_CALCUL	id	ID	ID	50	R	N	0	0	text		11	1	sysformat
bkh_calcul	BKH_CALCUL	dates	DATES	DATES	80	C	C	0	1	text		8	 2009/12/31	sysformat
bkh_calcul	BKH_CALCUL	stk_code	STK_CODE	STK_CODE	70	CB	C	0	2	text		16	DPM	sysformat
bkh_calcul	BKH_CALCUL	stk_shares	STK_SHARES	STK_SHARES	120	R	N	0	3	text		20	379000000	sysformat
bkh_calcul	BKH_CALCUL	adjclose	ADJCLOSE	ADJCLOSE	80	R	N	0	4	text		20	34	sysformat
bkh_calcul	BKH_CALCUL	close	CLOSE	CLOSE	80	R	N	0	5	text		20	34	sysformat
bkh_calcul	BKH_CALCUL	pdate	PDATE	PDATE	80	C	C	0	6	text		8	 2009/12/30	sysformat
bkh_calcul	BKH_CALCUL	pclose	PCLOSE	PCLOSE	80	R	N	0	7	text		20	NULL	sysformat
bkh_calcul	BKH_CALCUL	divtr	DIVTR	DIVTR	100	R	N	0	8	text		20	0	sysformat
bkh_calcul	BKH_CALCUL	stk_tr	STK_TR	STK_TR	100	R	N	0	9	text		20	NULL	sysformat
bkh_calcul	BKH_CALCUL	capi	CAPI	CAPI	150	R	N	6	10	text		20	12886000000	sysformat
bkh_calcul	BKH_CALCUL	wgt	WGT	WGT	100	R	N	2	11	text		20	0.475576405	sysformat
_scapi	_SCAPI	id	ID	ID	50	R	N	0	0	text		11	1	sysformat
_scapi	_SCAPI	dates	DATES	DATES	80	L	C	0	1	text		8	 2009/12/31	sysformat
_scapi	_SCAPI	scapi	SCAPI	SCAPI	120	R	N	2	2	text		20	27095541033	sysformat
qidx_calcul	IDX_CALCUL	id	ID	ID	50	R	N	0	0	text		11	1	sysformat
qidx_calcul	IDX_CALCUL	dates	DATES	DATES	80	C	C	0	1	text		8	 2008/12/31	sysformat
qidx_calcul	IDX_CALCUL	close	CLOSE	CLOSE	100	R	N	2	2	text			34.5	sysformat
qidx_calcul	IDX_CALCUL	idx_tr	IDX_TR	IDX_TR	100	R	N	2	3	text			NULL	sysformat
qidx_calcul	IDX_CALCUL	nb	NB	NB	50	R	N	0	4	text			2	sysformat
qidx_calcul	IDX_CALCUL	pclose	PCLOSE	PCLOSE	100	R	N	2	5	text			NULL	sysformat
idx_eom	IDX_EOM	id	ID	ID	50	R	N	0	0	text		11	1	sysformat
idx_eom	IDX_EOM	ticker	TICKER	TICKER	80	L	C	0	1	text		10	AAA	sysformat
idx_eom	IDX_EOM	market	MARKET	MARKET	80	L	C	0	2	text		10	HNX	sysformat
idx_eom	IDX_EOM	yyyymm	YYYYMM	YYYYMM	80	R	N	0	3	text		16	201208	sysformat
idx_eom	IDX_EOM	date	DATE	DATE	80	L	C	0	4	text		8	41152	sysformat
idx_eom	IDX_EOM	svolume	SVOLUME	SVOLUME	100	R	N	2	10	text		16	3977000	sysformat
idx_eom	IDX_EOM	sturnover	STURNOVER	STURNOVER	100	R	N	2	11	text		16	65962570000	sysformat
idx_eom	IDX_EOM	svelo	SVELO	SVELO	100	R	N	2	12	text		16	40.1717	sysformat
idx_eom	IDX_EOM	nb	NB	NB	100	R	N	0	13	text		10	23	sysformat
idx_eom	IDX_EOM	nbt	NBT	NBT	100	R	N	0	14	text		10	23	sysformat
idx_eom	IDX_EOM	shares_lis	SHARES_LIS	SHARES_LIS	100	R	N	2	15	text		16	9900000	sysformat
idx_eom	IDX_EOM	pr_cls	PR_CLS	PR_CLS	100	R	N	2	16	text		16	14100	sysformat
idx_eom	IDX_EOM	ssnb	SSNB	SSNB	100	R	N	0	17	text		10	250	sysformat
idx_eom	IDX_EOM	ssnbt	SSNBT	SSNBT	100	R	N	0	18	text		10	250	sysformat
idx_eom	IDX_EOM	ssturnover	SSTURNOVER	SSTURNOVER	130	R	N	2	19	text		16	9.83E+11	sysformat
idx_eom	IDX_EOM	ssvolume	SSVOLUME	SSVOLUME	100	R	N	2	20	text		16	55012200	sysformat
idx_eom	IDX_EOM	ssvelo	SSVELO	SSVELO	100	R	N	2	21	text		16	555.6788	sysformat
